timestamp,temperature
2017-04-05 23:08:14.967603+00:00,19.0
2017-04-05 23:18:14.127403+00:00,19.0
2017-04-05 23:28:13.864212+00:00,19.0
2017-04-05 23:38:12.475719+00:00,19.0
2017-04-05 23:48:10.953408+00:00,19.0
2017-04-05 23:58:09.340522+00:00,19.0
2017-04-06 00:08:08.529775+00:00,19.0
2017-04-06 00:18:06.528376+00:00,19.0
2017-04-06 00:28:05.670494+00:00,19.0
2017-04-06 00:38:04.765742+00:00,19.0
2017-04-06 00:48:03.609094+00:00,18.9
2017-04-06 00:58:02.151567+00:00,18.9
2017-04-06 01:08:01.294281+00:00,18.9
2017-04-06 01:18:00.146433+00:00,18.9
2017-04-06 01:27:58.767259+00:00,18.9
2017-04-06 01:37:57.457323+00:00,18.9
2017-04-06 01:47:56.050830+00:00,18.9
2017-04-06 01:57:54.239209+00:00,18.9
2017-04-06 02:07:52.892242+00:00,18.9
2017-04-06 02:17:51.764068+00:00,18.9
2017-04-06 02:27:50.428724+00:00,18.9
2017-04-06 02:37:49.003134+00:00,18.9
2017-04-06 02:47:48.454426+00:00,18.8
2017-04-06 02:57:47.402429+00:00,18.8
2017-04-06 03:07:46.137415+00:00,18.8
2017-04-06 03:17:44.716803+00:00,18.8
2017-04-06 03:27:43.245407+00:00,18.8
2017-04-06 03:37:41.693801+00:00,18.8
2017-04-06 03:47:40.687815+00:00,18.8
2017-04-06 03:57:39.028783+00:00,18.8
2017-04-06 04:07:37.382615+00:00,18.8
2017-04-06 04:17:36.697703+00:00,18.8
2017-04-06 04:27:36.328358+00:00,18.8
2017-04-06 04:37:34.897372+00:00,18.8
2017-04-06 04:47:33.187557+00:00,18.8
2017-04-06 04:57:31.654418+00:00,18.8
2017-04-06 05:07:30.397475+00:00,18.8
2017-04-06 05:17:28.949250+00:00,18.8
2017-04-06 05:27:27.332485+00:00,18.7
2017-04-06 05:37:26.335730+00:00,18.7
2017-04-06 05:47:25.199205+00:00,18.7
2017-04-06 05:57:23.899201+00:00,18.7
2017-04-06 06:07:22.879341+00:00,18.7
2017-04-06 06:17:21.514411+00:00,18.7
2017-04-06 06:27:20.218886+00:00,18.7
2017-04-06 06:37:18.904024+00:00,18.7
2017-04-06 06:47:17.643207+00:00,18.7
2017-04-06 06:57:16.537370+00:00,18.7
2017-04-06 07:07:15.417298+00:00,18.6
2017-04-06 07:17:14.293748+00:00,18.6
2017-04-06 07:27:13.549116+00:00,18.7
2017-04-06 07:37:12.570406+00:00,18.7
2017-04-06 07:47:11.641548+00:00,18.8
2017-04-06 07:57:10.639717+00:00,18.8
2017-04-06 08:07:09.125242+00:00,18.9
2017-04-06 08:17:07.670650+00:00,18.9
2017-04-06 08:27:06.209477+00:00,19.0
2017-04-06 08:37:05.321031+00:00,19.0
2017-04-06 08:47:04.689711+00:00,19.0
2017-04-06 08:57:03.434507+00:00,19.0
2017-04-06 09:07:02.062737+00:00,19.0
2017-04-06 09:17:00.850750+00:00,19.0
2017-04-06 09:26:59.627535+00:00,19.0
2017-04-06 09:36:58.048482+00:00,19.0
2017-04-06 09:46:57.090272+00:00,19.0
2017-04-06 09:56:56.006821+00:00,19.0
2017-04-06 10:06:55.452888+00:00,19.0
2017-04-06 10:16:53.811889+00:00,18.9
2017-04-06 10:26:52.694095+00:00,18.9
2017-04-06 10:36:51.612587+00:00,18.9
2017-04-06 10:46:50.629221+00:00,18.9
2017-04-06 10:56:49.223136+00:00,18.9
2017-04-06 11:06:48.466980+00:00,18.8
2017-04-06 11:16:46.985011+00:00,18.8
2017-04-06 11:26:45.822910+00:00,18.8
2017-04-06 11:36:44.339470+00:00,18.8
2017-04-06 11:46:43.264466+00:00,18.8
2017-04-06 11:56:41.756317+00:00,18.8
2017-04-06 12:06:41.037149+00:00,18.8
2017-04-06 12:16:39.735265+00:00,18.8
2017-04-06 12:26:38.583680+00:00,18.8
2017-04-06 12:36:37.813101+00:00,18.8
2017-04-06 12:46:37.186515+00:00,18.8
2017-04-06 12:56:35.394789+00:00,18.8
2017-04-06 13:06:34.194211+00:00,18.8
2017-04-06 13:16:33.165158+00:00,18.8
2017-04-06 13:26:32.040078+00:00,18.8
2017-04-06 13:36:30.963588+00:00,18.8
2017-04-06 13:46:29.351395+00:00,18.8
2017-04-06 13:56:27.646948+00:00,18.8
2017-04-06 14:06:26.306374+00:00,18.8
2017-04-06 14:16:24.843664+00:00,18.9
2017-04-06 14:26:24.663728+00:00,18.9
2017-04-06 14:36:23.661098+00:00,18.9
2017-04-06 14:46:22.393726+00:00,18.9
2017-04-06 14:56:21.030872+00:00,18.9
2017-04-06 15:06:19.915197+00:00,18.9
2017-04-06 15:16:18.955334+00:00,19.0
2017-04-06 15:26:17.872917+00:00,19.0
2017-04-06 15:36:16.675187+00:00,19.0
2017-04-06 15:46:15.497755+00:00,19.0
2017-04-06 15:56:14.556268+00:00,19.0
2017-04-06 16:06:13.366779+00:00,19.0
2017-04-06 16:16:12.221303+00:00,19.0
2017-04-06 16:26:10.772994+00:00,19.1
2017-04-06 16:36:09.659663+00:00,19.1
2017-04-06 16:46:08.575765+00:00,19.1
2017-04-06 16:56:07.269244+00:00,19.1
2017-04-06 17:06:06.432332+00:00,19.1
2017-04-06 17:16:04.997727+00:00,19.1
2017-04-06 17:26:03.013169+00:00,19.1
2017-04-06 17:36:01.616067+00:00,19.1
2017-04-06 17:46:00.647702+00:00,19.1
2017-04-06 17:55:59.620141+00:00,19.1
2017-04-06 18:05:58.182489+00:00,19.1
2017-04-06 18:15:56.798791+00:00,19.1
2017-04-06 18:25:55.313760+00:00,19.1
2017-04-06 18:35:54.332228+00:00,19.1
2017-04-06 18:45:53.145692+00:00,19.1
2017-04-06 18:55:51.706909+00:00,19.1
2017-04-06 19:05:50.469164+00:00,19.1
2017-04-06 19:15:49.495166+00:00,19.1
2017-04-06 19:25:48.105788+00:00,19.1
2017-04-06 19:35:46.599015+00:00,19.1
2017-04-06 19:45:45.742036+00:00,19.1
2017-04-06 19:55:44.785868+00:00,19.1
2017-04-06 20:05:43.423287+00:00,19.1
2017-04-06 20:15:42.316886+00:00,19.1
2017-04-06 20:25:41.392415+00:00,19.1
2017-04-06 20:35:40.055496+00:00,19.1
2017-04-06 20:45:38.548358+00:00,19.1
2017-04-06 20:55:37.301147+00:00,19.1
2017-04-06 21:05:35.847734+00:00,19.1
2017-04-06 21:15:34.452633+00:00,19.1
2017-04-06 21:25:33.147144+00:00,19.1
2017-04-06 21:35:31.669395+00:00,19.1
2017-04-06 21:45:30.751948+00:00,19.1
2017-04-06 21:55:29.180034+00:00,19.1
2017-04-06 22:05:27.826567+00:00,19.1
2017-04-06 22:15:25.897693+00:00,19.1
2017-04-06 22:25:25.215621+00:00,19.1
2017-04-06 22:35:23.600019+00:00,19.1
2017-04-06 22:45:22.541056+00:00,19.1
2017-04-06 22:55:20.996339+00:00,19.1
