timestamp,humidity
2017-09-08 23:07:38+00:00,66.3
2017-09-08 23:17:44+00:00,66.3
2017-09-08 23:27:43+00:00,66.3
2017-09-08 23:37:44+00:00,66.1
2017-09-08 23:47:40+00:00,66.1
2017-09-08 23:57:37+00:00,66.3
2017-09-09 00:07:38+00:00,66.3
2017-09-09 00:17:39+00:00,66.5
2017-09-09 00:27:41+00:00,66.4
2017-09-09 00:37:39+00:00,66.6
2017-09-09 00:47:37+00:00,66.4
2017-09-09 00:57:39+00:00,66.6
2017-09-09 01:07:37+00:00,66.3
2017-09-09 01:17:35+00:00,66.2
2017-09-09 01:27:35+00:00,66.3
2017-09-09 01:37:39+00:00,66.3
2017-09-09 01:47:39+00:00,66.4
2017-09-09 01:57:39+00:00,66.5
2017-09-09 02:07:37+00:00,66.6
2017-09-09 02:17:36+00:00,66.5
2017-09-09 02:27:37+00:00,66.4
2017-09-09 02:37:37+00:00,66.4
2017-09-09 02:47:38+00:00,66.4
2017-09-09 02:57:36+00:00,66.2
2017-09-09 03:07:38+00:00,66.2
2017-09-09 03:17:36+00:00,66.1
2017-09-09 03:27:40+00:00,66.2
2017-09-09 03:37:37+00:00,66.2
2017-09-09 03:47:35+00:00,66.2
2017-09-09 03:57:43+00:00,66.1
2017-09-09 04:07:44+00:00,66.0
2017-09-09 04:17:42+00:00,66.2
2017-09-09 04:27:40+00:00,66.2
2017-09-09 04:37:37+00:00,66.2
2017-09-09 04:47:37+00:00,66.1
2017-09-09 04:57:35+00:00,66.1
2017-09-09 05:07:42+00:00,66.0
2017-09-09 05:17:45+00:00,65.8
2017-09-09 05:27:36+00:00,65.7
2017-09-09 05:37:36+00:00,65.5
2017-09-09 05:47:37+00:00,65.5
2017-09-09 05:57:33+00:00,65.3
2017-09-09 06:07:35+00:00,65.2
2017-09-09 06:17:36+00:00,65.3
2017-09-09 06:27:35+00:00,65.1
2017-09-09 06:37:38+00:00,65.0
2017-09-09 06:47:39+00:00,65.0
2017-09-09 06:57:39+00:00,64.8
2017-09-09 07:07:37+00:00,64.9
2017-09-09 07:17:38+00:00,64.1
2017-09-09 07:27:35+00:00,59.4
2017-09-09 07:37:35+00:00,61.4
2017-09-09 07:47:33+00:00,61.7
2017-09-09 07:57:38+00:00,59.6
2017-09-09 08:07:37+00:00,58.9
2017-09-09 08:17:36+00:00,59.3
2017-09-09 08:27:34+00:00,60.9
2017-09-09 08:37:34+00:00,59.0
2017-09-09 08:47:36+00:00,63.6
2017-09-09 08:57:37+00:00,63.8
2017-09-09 09:07:33+00:00,63.1
2017-09-09 09:17:41+00:00,62.8
2017-09-09 09:27:33+00:00,63.1
2017-09-09 09:37:37+00:00,62.8
2017-09-09 09:47:31+00:00,63.2
2017-09-09 09:57:32+00:00,64.1
2017-09-09 10:07:36+00:00,64.9
2017-09-09 10:17:32+00:00,66.0
2017-09-09 10:27:47+00:00,66.3
2017-09-09 10:37:38+00:00,66.6
2017-09-09 10:47:32+00:00,67.2
2017-09-09 10:57:37+00:00,66.6
2017-09-09 11:07:33+00:00,66.9
2017-09-09 11:17:33+00:00,67.2
2017-09-09 11:27:31+00:00,67.2
2017-09-09 11:37:34+00:00,67.5
2017-09-09 11:47:32+00:00,67.2
2017-09-09 11:57:35+00:00,67.7
2017-09-09 12:07:32+00:00,67.7
2017-09-09 12:17:29+00:00,67.7
2017-09-09 12:27:31+00:00,67.9
2017-09-09 12:37:32+00:00,68.2
2017-09-09 12:47:32+00:00,68.0
2017-09-09 12:57:35+00:00,68.1
2017-09-09 13:07:30+00:00,68.5
2017-09-09 13:17:29+00:00,68.3
2017-09-09 13:27:30+00:00,68.6
2017-09-09 13:37:32+00:00,68.7
2017-09-09 13:47:28+00:00,69.0
2017-09-09 13:57:29+00:00,69.1
2017-09-09 14:07:33+00:00,69.4
2017-09-09 14:17:32+00:00,69.0
2017-09-09 14:27:31+00:00,69.0
2017-09-09 14:37:30+00:00,68.6
2017-09-09 14:47:32+00:00,68.8
2017-09-09 14:57:34+00:00,68.8
2017-09-09 15:07:32+00:00,68.2
2017-09-09 15:17:30+00:00,67.8
2017-09-09 15:27:35+00:00,67.7
2017-09-09 15:37:29+00:00,67.8
2017-09-09 15:47:31+00:00,67.8
2017-09-09 15:57:30+00:00,67.8
2017-09-09 16:07:35+00:00,68.0
2017-09-09 16:17:32+00:00,67.8
2017-09-09 16:27:30+00:00,67.6
