timestamp,NO2,O3,PM10,PM25
2016-02-04 00:00:00,55.8,7.3,12.7,6.1
2016-02-04 01:00:00,33.5,23.2,12.9,7.2
2016-02-04 02:00:00,29.3,27.7,17.2,3.9
2016-02-04 03:00:00,22.4,40.2,16.8,1.1
2016-02-04 04:00:00,20.7,46.0,10.2,7.4
2016-02-04 05:00:00,24.2,46.6,5.7,1.9
2016-02-04 06:00:00,32.4,42.8,8.2,0.2
2016-02-04 07:00:00,55.0,24.2,7.0,3.2
2016-02-04 08:00:00,68.6,11.8,8.2,4.3
2016-02-04 09:00:00,77.4,8.5,10.3,7.9
2016-02-04 10:00:00,76.4,10.5,13.5,8.3
2016-02-04 11:00:00,77.9,14.6,15.0,6.4
2016-02-04 12:00:00,72.7,19.5,10.9,4.3
2016-02-04 13:00:00,66.3,24.0,9.2,1.2
2016-02-04 14:00:00,72.2,18.6,9.0,3.2
2016-02-04 15:00:00,75.8,14.5,8.1,3.8
2016-02-04 16:00:00,84.5,9.3,10.3,5.5
2016-02-04 17:00:00,96.7,3.3,13.3,6.6
2016-02-04 18:00:00,93.1,3.4,12.2,10.1
2016-02-04 19:00:00,85.7,1.1,17.0,12.7
2016-02-04 20:00:00,71.4,2.7,22.4,14.3
2016-02-04 21:00:00,61.3,6.6,20.6,18.0
2016-02-04 22:00:00,55.4,10.3,18.7,13.9
2016-02-04 23:00:00,45.6,20.5,14.1,6.8
2016-02-05 00:00:00,38.9,34.1,11.2,4.1
2016-02-05 01:00:00,25.1,55.2,12.8,6.7
2016-02-05 02:00:00,22.8,56.5,11.1,3.2
2016-02-05 03:00:00,19.2,56.8,10.1,4.3
2016-02-05 04:00:00,19.3,57.5,8.8,5.4
2016-02-05 05:00:00,19.2,57.6,8.0,4.0
2016-02-05 06:00:00,30.6,42.2,12.4,3.2
2016-02-05 07:00:00,60.8,15.0,13.4,8.3
2016-02-05 08:00:00,70.3,16.1,16.4,5.4
2016-02-05 09:00:00,61.3,25.6,12.4,5.9
2016-02-05 10:00:00,53.3,28.3,13.5,5.9
2016-02-05 11:00:00,47.4,36.4,12.2,4.0
2016-02-05 12:00:00,44.8,36.9,9.0,4.1
2016-02-05 13:00:00,47.6,33.9,12.3,5.6
2016-02-05 14:00:00,43.6,36.6,10.9,4.0
2016-02-05 15:00:00,42.4,38.3,14.2,5.3
2016-02-05 16:00:00,44.4,38.2,13.7,5.2
2016-02-05 17:00:00,37.0,46.2,8.2,6.2
2016-02-05 18:00:00,41.7,37.8,14.7,7.8
2016-02-05 19:00:00,42.4,37.6,13.3,8.0
2016-02-05 20:00:00,36.3,42.7,13.3,6.4
2016-02-05 21:00:00,29.9,46.8,9.6,6.6
2016-02-05 22:00:00,32.7,44.0,11.9,4.9
2016-02-05 23:00:00,32.3,45.0,12.3,7.2
2016-02-06 00:00:00,,49.6,15.4,5.2
2016-02-06 01:00:00,,48.5,12.9,4.2
2016-02-06 02:00:00,26.7,49.1,8.8,5.3
2016-02-06 03:00:00,23.5,49.8,7.4,3.0
2016-02-06 04:00:00,25.9,48.3,5.7,2.4
2016-02-06 05:00:00,20.4,54.9,11.6,3.6
2016-02-06 06:00:00,21.0,55.7,12.1,4.5
2016-02-06 07:00:00,23.7,53.3,12.4,5.7
2016-02-06 08:00:00,28.5,49.9,11.8,7.3
2016-02-06 09:00:00,29.5,50.9,15.2,6.6
2016-02-06 10:00:00,26.5,54.9,14.7,2.7
2016-02-06 11:00:00,22.3,59.8,13.4,7.1
2016-02-06 12:00:00,22.6,62.1,21.0,6.7
2016-02-06 13:00:00,22.6,63.8,26.7,5.4
2016-02-06 14:00:00,21.0,65.0,21.2,12.2
2016-02-06 15:00:00,22.5,63.5,25.6,8.4
2016-02-06 16:00:00,25.0,63.1,19.4,11.0
2016-02-06 17:00:00,25.9,62.5,21.5,13.3
2016-02-06 18:00:00,27.2,61.7,18.5,12.8
2016-02-06 19:00:00,27.7,55.3,18.7,9.9
2016-02-06 20:00:00,28.0,53.5,18.5,7.9
2016-02-06 21:00:00,26.0,56.8,19.6,5.0
2016-02-06 22:00:00,27.7,55.2,14.8,5.6
2016-02-06 23:00:00,28.7,64.0,1.7,4.8
2016-02-07 00:00:00,33.4,53.9,4.9,0.0
2016-02-07 01:00:00,36.5,49.1,4.6,1.5
2016-02-07 02:00:00,28.7,54.5,7.4,-0.5
2016-02-07 03:00:00,25.1,54.7,9.6,2.2
2016-02-07 04:00:00,24.8,52.4,12.9,4.7
2016-02-07 05:00:00,22.3,54.1,11.9,1.0
2016-02-07 06:00:00,24.9,50.4,10.8,0.2
2016-02-07 07:00:00,28.3,48.6,7.3,1.6
2016-02-07 08:00:00,28.9,47.7,9.0,0.7
2016-02-07 09:00:00,24.4,53.4,8.4,3.6
2016-02-07 10:00:00,19.1,58.8,8.6,-1.2
2016-02-07 11:00:00,18.4,61.2,7.9,-0.2
2016-02-07 12:00:00,17.5,62.1,11.4,2.6
2016-02-07 13:00:00,18.7,61.4,13.3,3.7
2016-02-07 14:00:00,23.3,58.5,14.3,7.2
2016-02-07 15:00:00,28.3,55.5,13.9,9.3
2016-02-07 16:00:00,31.2,54.1,12.1,5.7
2016-02-07 17:00:00,28.5,56.7,13.4,5.9
2016-02-07 18:00:00,27.9,58.1,10.1,6.0
2016-02-07 19:00:00,24.9,61.6,11.9,2.5
2016-02-07 20:00:00,,63.0,8.2,3.0
2016-02-07 21:00:00,,59.0,6.4,1.0
2016-02-07 22:00:00,,58.9,,
2016-02-07 23:00:00,,73.7,7.7,-0.6
2016-02-08 00:00:00,,77.3,5.8,4.4
2016-02-08 01:00:00,,73.1,12.8,5.4
2016-02-08 02:00:00,,77.0,11.2,5.6
2016-02-08 03:00:00,,75.7,16.7,-2.0
2016-02-08 04:00:00,,77.1,13.3,5.9
2016-02-08 05:00:00,,73.7,15.4,4.5
2016-02-08 06:00:00,,67.9,14.8,3.9
2016-02-08 07:00:00,,53.8,16.2,6.1
2016-02-08 08:00:00,36.2,51.6,20.9,7.3
2016-02-08 09:00:00,28.7,55.6,19.5,5.9
2016-02-08 10:00:00,26.3,57.4,,4.9
2016-02-08 11:00:00,,58.6,,5.5
2016-02-08 12:00:00,,,,
2016-02-08 15:00:00,28.2,,,
2016-02-08 16:00:00,30.5,52.8,,
2016-02-08 17:00:00,30.1,51.8,,
2016-02-08 18:00:00,32.3,51.0,,
2016-02-08 19:00:00,28.3,55.6,,
2016-02-08 20:00:00,25.3,59.8,,
2016-02-08 21:00:00,24.7,59.0,,
2016-02-08 22:00:00,20.8,61.8,,
2016-02-08 23:00:00,20.2,62.3,,
2016-02-09 00:00:00,17.3,64.5,,
2016-02-09 01:00:00,17.6,61.3,,
2016-02-09 02:00:00,15.1,64.1,,
2016-02-09 03:00:00,15.2,66.8,,
2016-02-09 04:00:00,23.7,57.2,,
2016-02-09 05:00:00,36.5,46.1,,
2016-02-09 06:00:00,60.8,24.8,,
2016-02-09 07:00:00,76.2,12.5,,
2016-02-09 08:00:00,70.4,14.3,,
2016-02-09 09:00:00,84.9,11.7,,
2016-02-09 10:00:00,88.3,10.7,,
2016-02-09 11:00:00,79.9,21.6,,
2016-02-09 12:00:00,70.7,31.0,,
2016-02-09 13:00:00,65.7,38.1,,
2016-02-09 14:00:00,63.2,35.1,,
2016-02-09 15:00:00,57.8,41.0,,
2016-02-09 16:00:00,64.7,35.3,,
2016-02-09 17:00:00,54.5,33.8,,
2016-02-09 18:00:00,62.1,33.8,,
2016-02-09 19:00:00,55.5,29.8,,
2016-02-09 20:00:00,45.8,34.6,,
2016-02-09 21:00:00,35.4,40.8,,
2016-02-09 22:00:00,32.1,46.9,,
2016-02-09 23:00:00,33.5,43.3,,
2016-02-10 00:00:00,34.7,41.1,,
2016-02-10 01:00:00,27.9,49.5,,
2016-02-10 02:00:00,31.1,49.6,,
2016-02-10 03:00:00,41.7,45.8,,
2016-02-10 04:00:00,25.2,50.8,,
2016-02-10 05:00:00,32.7,42.9,,
2016-02-10 06:00:00,49.4,32.9,,
2016-02-10 07:00:00,82.9,9.6,,
2016-02-10 08:00:00,91.1,5.2,,
2016-02-10 09:00:00,83.2,6.7,,
2016-02-10 10:00:00,72.7,15.3,,
2016-02-10 11:00:00,65.7,15.9,,
2016-02-10 12:00:00,68.7,13.7,,
2016-02-10 13:00:00,67.5,19.7,,
2016-02-10 14:00:00,61.6,26.0,,
2016-02-10 15:00:00,85.1,11.9,,
2016-02-10 16:00:00,83.6,12.0,,
2016-02-10 17:00:00,88.1,8.9,,
2016-02-10 18:00:00,95.5,3.3,,
2016-02-10 19:00:00,92.8,2.5,,
2016-02-10 20:00:00,114.3,1.4,,
2016-02-10 21:00:00,94.4,1.2,,
2016-02-10 22:00:00,99.4,1.2,,
2016-02-10 23:00:00,90.1,1.0,,
2016-02-11 00:00:00,85.0,0.9,,
2016-02-11 01:00:00,92.7,0.9,,
2016-02-11 02:00:00,77.8,0.9,,
2016-02-11 03:00:00,72.6,0.7,,
2016-02-11 04:00:00,72.2,0.7,,
2016-02-11 05:00:00,67.5,0.9,,
2016-02-11 06:00:00,66.9,0.7,,
2016-02-11 07:00:00,,0.9,,
2016-02-11 08:00:00,,1.5,,
2016-02-11 09:00:00,,4.3,,
2016-02-11 10:00:00,,5.0,,
2016-02-11 11:00:00,,15.6,,
2016-02-11 12:00:00,,15.4,,
2016-02-11 13:00:00,,37.9,,
2016-02-11 14:00:00,,36.1,,
2016-02-11 15:00:00,,31.5,,
2016-02-11 16:00:00,,32.7,,
2016-02-11 17:00:00,,26.3,,
2016-02-11 18:00:00,,25.7,,
2016-02-11 19:00:00,,11.9,,
2016-02-11 20:00:00,104.8,3.4,,
2016-02-11 21:00:00,101.2,4.1,,
2016-02-11 22:00:00,105.6,4.4,,
2016-02-11 23:00:00,98.2,4.9,,
2016-02-12 00:00:00,60.3,10.9,,
2016-02-12 01:00:00,39.6,25.3,,
2016-02-12 02:00:00,35.0,28.4,,
2016-02-12 03:00:00,36.9,27.9,,
2016-02-12 04:00:00,27.8,32.6,,
2016-02-12 05:00:00,35.9,29.6,,
2016-02-12 06:00:00,63.0,16.7,,
2016-02-12 07:00:00,85.3,1.0,,
2016-02-12 08:00:00,85.9,1.4,,
2016-02-12 09:00:00,64.3,5.1,,
2016-02-12 10:00:00,50.6,13.0,,
2016-02-12 11:00:00,51.9,17.7,,
2016-02-12 12:00:00,60.4,13.6,23.4,15.5
2016-02-12 13:00:00,54.2,16.1,24.6,15.6
2016-02-12 14:00:00,48.4,22.7,24.1,15.1
2016-02-12 15:00:00,51.6,24.9,18.9,11.4
2016-02-12 16:00:00,57.2,19.9,18.8,12.0
2016-02-12 17:00:00,61.9,16.9,16.5,13.1
2016-02-12 18:00:00,72.4,8.2,22.4,16.3
2016-02-12 19:00:00,69.6,11.3,24.4,16.0
2016-02-12 20:00:00,75.3,4.9,30.7,20.4
2016-02-12 21:00:00,75.4,2.3,34.1,22.1
2016-02-12 22:00:00,74.1,1.4,36.1,21.4
2016-02-12 23:00:00,70.2,1.1,36.7,26.4
2016-02-13 00:00:00,67.1,0.9,34.7,25.1
2016-02-13 01:00:00,64.3,0.7,36.0,24.7
2016-02-13 02:00:00,62.4,0.7,33.5,24.5
2016-02-13 03:00:00,61.1,1.1,31.4,24.2
2016-02-13 04:00:00,57.5,1.4,31.5,24.7
2016-02-13 05:00:00,61.0,1.0,32.1,25.4
2016-02-13 06:00:00,56.4,1.4,33.5,26.2
2016-02-13 07:00:00,57.5,2.0,33.2,25.5
2016-02-13 08:00:00,49.6,6.5,30.3,22.1
2016-02-13 09:00:00,50.9,15.0,20.5,13.9
2016-02-13 10:00:00,47.4,21.5,18.5,11.4
2016-02-13 11:00:00,40.1,26.6,16.0,10.4
2016-02-13 12:00:00,38.1,26.7,17.9,12.8
2016-02-13 13:00:00,40.1,23.4,17.0,12.4
2016-02-13 14:00:00,36.2,33.2,13.9,10.4
2016-02-13 15:00:00,46.7,23.2,18.2,13.3
2016-02-13 16:00:00,53.9,14.4,23.3,16.8
2016-02-13 17:00:00,54.3,13.0,23.9,20.2
2016-02-13 18:00:00,62.4,5.8,33.4,26.4
2016-02-13 19:00:00,58.6,4.0,34.5,29.1
2016-02-13 20:00:00,56.6,4.2,36.4,28.4
2016-02-13 21:00:00,46.0,6.9,36.6,28.2
2016-02-13 22:00:00,48.0,8.0,33.5,24.7
2016-02-13 23:00:00,50.5,5.1,32.5,23.7
2016-02-14 00:00:00,49.5,6.8,31.0,21.9
2016-02-14 01:00:00,,6.2,31.7,21.0
2016-02-14 02:00:00,42.2,6.9,30.0,21.1
2016-02-14 03:00:00,39.0,6.4,28.9,20.5
2016-02-14 04:00:00,35.1,10.3,32.0,20.9
2016-02-14 05:00:00,29.8,15.0,29.9,20.4
2016-02-14 06:00:00,32.9,17.0,26.5,16.9
2016-02-14 07:00:00,37.1,21.9,21.9,12.6
2016-02-14 08:00:00,30.8,31.2,21.4,13.5
2016-02-14 09:00:00,33.3,34.4,20.3,15.0
2016-02-14 10:00:00,31.7,33.7,21.8,12.5
2016-02-14 11:00:00,23.9,44.4,20.2,9.6
2016-02-14 12:00:00,35.0,37.5,20.6,8.1
2016-02-14 13:00:00,44.6,35.4,17.8,5.8
2016-02-14 14:00:00,51.5,25.9,15.6,8.0
2016-02-14 15:00:00,55.4,26.9,16.8,8.6
2016-02-14 16:00:00,54.2,25.6,14.2,6.7
2016-02-14 17:00:00,57.1,25.9,12.6,2.4
2016-02-14 18:00:00,61.8,19.2,12.4,4.4
2016-02-14 19:00:00,58.4,24.0,17.0,6.5
2016-02-14 20:00:00,53.3,21.8,25.6,5.9
2016-02-14 21:00:00,39.8,27.7,13.5,5.9
2016-02-14 22:00:00,48.1,20.4,11.6,6.2
2016-02-14 23:00:00,47.3,20.8,12.4,6.6
2016-02-15 00:00:00,45.6,17.5,11.8,5.4
2016-02-15 01:00:00,34.7,28.9,7.8,4.3
2016-02-15 02:00:00,24.7,30.9,10.0,5.6
2016-02-15 03:00:00,20.6,33.9,8.9,3.6
2016-02-15 04:00:00,28.9,25.5,11.3,5.9
2016-02-15 05:00:00,37.2,22.0,8.7,6.8
2016-02-15 06:00:00,53.9,12.2,12.0,7.4
2016-02-15 07:00:00,59.7,9.2,13.3,7.9
2016-02-15 08:00:00,63.3,10.2,14.4,7.3
2016-02-15 09:00:00,58.4,14.1,18.3,7.7
2016-02-15 10:00:00,58.4,20.6,25.6,5.1
2016-02-15 11:00:00,52.9,22.9,18.4,7.8
2016-02-15 12:00:00,49.6,26.5,17.6,9.5
2016-02-15 13:00:00,54.7,25.1,15.8,7.0
2016-02-15 14:00:00,59.4,24.6,14.8,4.3
2016-02-15 15:00:00,59.2,21.2,16.7,4.8
2016-02-15 16:00:00,64.6,12.4,17.2,6.4
2016-02-15 17:00:00,72.2,8.1,15.9,8.0
2016-02-15 18:00:00,75.0,3.5,16.0,7.3
2016-02-15 19:00:00,69.1,4.0,16.4,8.2
2016-02-15 20:00:00,60.7,6.7,14.6,9.0
2016-02-15 21:00:00,61.1,4.9,15.6,9.2
2016-02-15 22:00:00,61.5,5.5,18.1,10.2
2016-02-15 23:00:00,59.0,5.0,17.5,8.9
2016-02-16 00:00:00,52.7,6.0,19.8,10.3
2016-02-16 01:00:00,,10.6,14.5,8.7
2016-02-16 02:00:00,43.8,9.5,19.7,8.9
2016-02-16 03:00:00,37.9,8.4,22.1,14.2
2016-02-16 04:00:00,33.4,12.2,23.5,12.8
2016-02-16 05:00:00,42.6,4.4,23.7,15.4
2016-02-16 06:00:00,48.9,3.6,25.0,14.5
2016-02-16 07:00:00,62.6,1.0,27.7,18.5
2016-02-16 08:00:00,69.9,1.5,32.1,22.9
2016-02-16 09:00:00,74.5,2.9,38.4,22.7
2016-02-16 10:00:00,70.2,7.4,33.2,17.9
2016-02-16 11:00:00,52.9,16.9,25.0,13.8
2016-02-16 12:00:00,30.7,42.0,24.7,6.8
2016-02-16 13:00:00,32.0,41.0,13.6,6.0
2016-02-16 14:00:00,27.4,43.6,17.0,7.8
2016-02-16 15:00:00,27.7,43.9,16.5,9.1
2016-02-16 16:00:00,39.2,37.8,14.9,5.2
2016-02-16 17:00:00,50.7,26.0,15.4,7.4
2016-02-16 18:00:00,57.5,18.6,18.3,10.7
2016-02-16 19:00:00,68.5,8.6,21.4,13.1
2016-02-16 20:00:00,70.1,6.1,25.9,17.8
2016-02-16 21:00:00,65.5,6.3,27.6,18.9
2016-02-16 22:00:00,63.2,7.1,22.8,17.7
2016-02-16 23:00:00,61.6,5.4,20.2,14.4
2016-02-17 00:00:00,48.6,14.0,14.7,8.9
2016-02-17 01:00:00,49.4,12.8,15.0,8.9
2016-02-17 02:00:00,40.4,21.2,13.9,8.4
2016-02-17 03:00:00,33.9,28.5,13.9,7.7
2016-02-17 04:00:00,39.3,26.7,14.2,8.4
2016-02-17 05:00:00,40.1,24.5,16.2,7.2
2016-02-17 06:00:00,49.8,25.3,17.8,8.9
2016-02-17 07:00:00,74.9,5.5,23.3,14.9
2016-02-17 08:00:00,68.9,8.2,24.9,12.4
2016-02-17 09:00:00,50.7,21.6,26.6,14.4
2016-02-17 10:00:00,36.6,34.7,26.0,15.3
2016-02-17 11:00:00,33.0,43.6,22.5,12.5
2016-02-17 12:00:00,37.2,40.9,21.2,9.4
2016-02-17 13:00:00,42.3,36.6,22.4,13.3
2016-02-17 14:00:00,51.2,24.2,24.9,12.5
2016-02-17 15:00:00,48.2,27.7,27.9,13.1
2016-02-17 16:00:00,50.2,26.2,26.0,12.8
2016-02-17 17:00:00,54.9,19.6,26.9,12.0
2016-02-17 18:00:00,55.9,13.2,21.0,14.4
2016-02-17 19:00:00,57.6,14.5,17.1,13.5
2016-02-17 20:00:00,52.9,21.2,16.2,10.8
2016-02-17 21:00:00,35.0,38.6,11.6,8.0
2016-02-17 22:00:00,40.0,31.7,6.9,5.8
2016-02-17 23:00:00,28.8,34.0,7.1,5.3
2016-02-18 00:00:00,23.3,32.1,6.9,6.4
2016-02-18 01:00:00,24.8,24.7,6.6,4.5
2016-02-18 02:00:00,43.3,10.1,8.5,6.9
2016-02-18 03:00:00,38.1,9.8,11.3,9.1
2016-02-18 04:00:00,40.1,18.0,9.9,6.7
2016-02-18 05:00:00,40.1,25.8,7.6,4.3
2016-02-18 06:00:00,52.8,17.8,11.0,8.9
2016-02-18 07:00:00,72.8,5.9,14.2,12.0
2016-02-18 08:00:00,67.9,3.1,25.1,18.9
2016-02-18 09:00:00,58.3,4.2,28.3,24.3
2016-02-18 10:00:00,58.1,10.4,20.5,15.9
2016-02-18 11:00:00,57.2,16.1,18.9,9.1
2016-02-18 12:00:00,55.8,16.5,17.8,8.7
2016-02-18 13:00:00,55.8,18.3,17.9,10.1
2016-02-18 14:00:00,48.3,24.3,16.4,8.0
2016-02-18 15:00:00,61.0,20.0,13.9,5.2
2016-02-18 16:00:00,53.8,19.5,14.6,5.5
2016-02-18 17:00:00,69.5,15.0,11.8,4.8
2016-02-18 18:00:00,87.2,8.5,12.1,4.3
2016-02-18 19:00:00,84.2,2.2,15.7,8.1
2016-02-18 20:00:00,84.4,1.4,23.7,14.9
2016-02-18 21:00:00,77.4,1.4,27.6,15.8
2016-02-18 22:00:00,76.5,1.1,28.1,17.9
2016-02-18 23:00:00,69.3,1.1,25.8,16.6
2016-02-19 00:00:00,58.1,3.2,18.6,9.8
2016-02-19 01:00:00,52.5,5.1,19.0,14.0
2016-02-19 02:00:00,46.9,7.2,18.5,9.2
2016-02-19 03:00:00,44.3,8.5,16.1,12.4
2016-02-19 04:00:00,38.1,12.5,15.2,10.7
2016-02-19 05:00:00,38.5,15.9,12.6,7.5
2016-02-19 06:00:00,50.8,10.3,12.6,6.7
2016-02-19 07:00:00,59.9,9.7,13.4,5.3
2016-02-19 08:00:00,69.9,5.4,19.9,8.6
2016-02-19 09:00:00,70.7,8.4,26.0,15.2
2016-02-19 10:00:00,44.8,26.4,20.1,9.4
2016-02-19 11:00:00,29.7,44.8,17.6,7.8
2016-02-19 12:00:00,24.7,51.3,16.2,8.2
2016-02-19 13:00:00,27.1,53.5,14.2,7.5
2016-02-19 14:00:00,29.0,51.3,12.3,3.2
2016-02-19 15:00:00,28.6,50.9,11.9,4.2
2016-02-19 16:00:00,32.9,45.8,12.8,7.2
2016-02-19 17:00:00,36.0,40.2,15.3,9.5
2016-02-19 18:00:00,33.9,40.2,15.5,9.7
2016-02-19 19:00:00,25.4,46.3,9.2,5.1
2016-02-19 20:00:00,26.5,44.4,15.7,8.9
2016-02-19 21:00:00,23.1,45.1,7.7,3.2
2016-02-19 22:00:00,26.0,41.3,12.8,8.6
2016-02-19 23:00:00,26.0,38.7,1.7,0.2
2016-02-20 00:00:00,24.5,36.6,2.7,-1.7
2016-02-20 01:00:00,13.8,44.9,4.9,-0.3
2016-02-20 02:00:00,16.2,44.5,3.4,0.8
2016-02-20 03:00:00,18.5,46.0,5.4,1.3
2016-02-20 04:00:00,21.1,46.5,6.4,3.4
2016-02-20 05:00:00,24.9,45.0,6.5,0.3
2016-02-20 06:00:00,26.8,41.5,11.3,3.4
2016-02-20 07:00:00,30.1,38.3,9.6,3.7
2016-02-20 08:00:00,24.1,37.9,11.1,2.0
2016-02-20 09:00:00,26.9,41.1,15.6,7.3
2016-02-20 10:00:00,22.1,52.8,14.6,3.0
2016-02-20 11:00:00,22.8,53.4,12.5,2.7
2016-02-20 12:00:00,19.7,51.8,13.9,6.1
2016-02-20 13:00:00,20.6,46.5,9.8,6.0
2016-02-20 14:00:00,23.0,38.2,7.0,4.3
2016-02-20 15:00:00,24.9,34.7,7.3,2.8
2016-02-20 16:00:00,27.5,31.2,3.3,3.2
2016-02-20 17:00:00,27.3,39.1,6.1,0.9
2016-02-20 18:00:00,28.0,40.5,4.3,-1.4
2016-02-20 19:00:00,23.2,47.8,4.0,0.6
2016-02-20 20:00:00,18.3,53.2,3.8,2.7
2016-02-20 21:00:00,17.3,53.5,5.7,5.7
2016-02-20 22:00:00,21.9,49.5,3.6,-0.8
2016-02-20 23:00:00,11.3,54.8,2.6,0.3
2016-02-21 00:00:00,6.8,58.5,6.2,3.9
2016-02-21 01:00:00,2.9,62.4,5.7,4.5
2016-02-21 02:00:00,2.5,62.5,1.5,-0.6
2016-02-21 03:00:00,2.7,62.4,3.7,0.1
2016-02-21 04:00:00,3.0,59.3,0.0,-1.5
2016-02-21 05:00:00,1.7,57.1,4.9,1.2
2016-02-21 06:00:00,3.1,57.2,2.4,-0.5
2016-02-21 07:00:00,4.0,58.2,1.6,
2016-02-21 08:00:00,5.3,58.1,3.2,-0.3
2016-02-21 09:00:00,5.5,56.6,3.3,0.2
2016-02-21 10:00:00,7.9,53.1,1.9,-0.7
2016-02-21 11:00:00,10.0,51.5,4.2,0.2
2016-02-21 12:00:00,9.6,51.3,3.6,-0.7
2016-02-21 13:00:00,8.9,51.4,5.7,3.9
2016-02-21 14:00:00,11.1,51.0,4.5,2.9
2016-02-21 15:00:00,9.7,50.2,6.8,6.1
2016-02-21 16:00:00,13.4,48.6,5.4,1.8
2016-02-21 17:00:00,14.2,45.2,10.5,2.6
2016-02-21 18:00:00,15.7,43.2,15.0,8.7
2016-02-21 19:00:00,12.4,45.3,20.6,9.8
2016-02-21 20:00:00,11.1,49.8,19.6,9.0
2016-02-21 21:00:00,6.1,53.3,17.5,8.2
2016-02-21 22:00:00,6.7,52.0,14.0,5.6
2016-02-21 23:00:00,4.2,55.0,12.0,5.3
2016-02-22 00:00:00,8.3,51.6,6.8,2.8
2016-02-22 01:00:00,5.5,54.3,4.5,2.0
2016-02-22 02:00:00,1.7,56.3,3.2,0.6
2016-02-22 03:00:00,4.1,53.6,3.0,-0.2
2016-02-22 04:00:00,7.2,54.3,2.6,-1.1
2016-02-22 05:00:00,22.7,44.6,3.1,0.7
2016-02-22 06:00:00,54.1,26.6,6.9,2.6
2016-02-22 07:00:00,41.8,28.7,5.3,2.2
2016-02-22 08:00:00,73.7,13.4,6.8,2.4
2016-02-22 09:00:00,66.4,16.8,10.6,3.9
2016-02-22 10:00:00,67.4,10.8,10.3,5.5
2016-02-22 11:00:00,73.7,16.7,8.3,1.3
2016-02-22 12:00:00,52.0,24.4,9.0,3.2
2016-02-22 13:00:00,60.7,23.7,10.3,3.2
2016-02-22 14:00:00,58.5,17.3,12.0,6.4
2016-02-22 15:00:00,50.6,26.3,12.7,4.5
2016-02-22 16:00:00,58.7,22.3,12.5,5.1
2016-02-22 17:00:00,65.0,17.8,14.4,4.3
2016-02-22 18:00:00,57.3,21.3,12.1,4.2
2016-02-22 19:00:00,59.9,17.2,13.0,5.2
2016-02-22 20:00:00,69.3,15.5,14.2,6.1
2016-02-22 21:00:00,65.7,11.4,14.3,5.6
2016-02-22 22:00:00,52.4,17.2,14.2,6.5
2016-02-22 23:00:00,46.3,20.5,14.4,7.2
2016-02-23 00:00:00,39.3,25.9,12.9,6.4
2016-02-23 01:00:00,39.9,26.4,15.0,6.5
2016-02-23 02:00:00,47.5,27.4,12.9,5.9
2016-02-23 03:00:00,45.6,30.4,10.2,4.4
2016-02-23 04:00:00,41.4,22.7,11.4,3.9
2016-02-23 05:00:00,55.4,29.4,10.0,3.5
2016-02-23 06:00:00,70.4,15.8,10.2,4.6
2016-02-23 07:00:00,64.0,8.2,13.0,5.2
2016-02-23 08:00:00,68.4,9.8,14.4,7.6
2016-02-23 09:00:00,62.9,13.1,17.4,6.5
2016-02-23 10:00:00,58.3,16.9,15.6,5.9
2016-02-23 11:00:00,53.6,22.7,15.6,6.6
2016-02-23 12:00:00,61.9,19.2,14.1,6.7
2016-02-23 13:00:00,58.3,17.0,15.7,7.9
2016-02-23 14:00:00,53.3,20.4,16.3,9.3
2016-02-23 15:00:00,59.5,26.4,13.2,4.7
2016-02-23 16:00:00,69.3,12.8,17.4,7.6
2016-02-23 17:00:00,79.9,7.5,15.3,9.5
2016-02-23 18:00:00,75.9,4.7,17.6,9.1
2016-02-23 19:00:00,79.0,2.2,20.2,12.0
2016-02-23 20:00:00,68.5,3.9,22.6,14.8
2016-02-23 21:00:00,68.6,5.7,21.9,13.1
2016-02-23 22:00:00,78.5,1.5,24.4,16.7
2016-02-23 23:00:00,77.7,1.0,22.4,11.7
2016-02-24 00:00:00,75.2,0.7,22.2,11.9
2016-02-24 01:00:00,74.9,2.7,22.2,13.3
2016-02-24 02:00:00,86.7,1.2,37.5,24.9
2016-02-24 03:00:00,91.4,2.4,37.6,26.1
2016-02-24 04:00:00,88.1,0.9,40.1,28.7
2016-02-24 05:00:00,76.6,0.7,34.3,25.4
2016-02-24 06:00:00,78.6,0.8,36.9,26.1
2016-02-24 07:00:00,87.7,0.8,42.4,28.1
2016-02-24 08:00:00,95.0,1.3,45.1,31.0
2016-02-24 09:00:00,113.7,2.1,57.3,39.0
2016-02-24 10:00:00,104.3,2.5,59.8,36.6
2016-02-24 11:00:00,57.2,19.8,23.2,16.0
2016-02-24 12:00:00,52.4,26.4,21.7,11.8
2016-02-24 13:00:00,58.6,24.8,23.6,13.1
2016-02-24 14:00:00,61.1,22.2,25.4,14.5
2016-02-24 15:00:00,64.9,14.8,31.9,11.9
2016-02-24 16:00:00,73.2,14.3,19.5,12.4
2016-02-24 17:00:00,82.6,8.1,21.9,11.2
2016-02-24 18:00:00,90.7,2.3,26.9,16.7
2016-02-24 19:00:00,92.0,1.5,31.3,20.3
2016-02-24 20:00:00,88.5,1.8,25.5,17.9
2016-02-24 21:00:00,86.0,1.0,29.2,22.2
2016-02-24 22:00:00,86.7,1.1,30.5,22.1
2016-02-24 23:00:00,83.3,1.4,28.8,19.1
2016-02-25 00:00:00,83.9,1.1,29.4,19.7
2016-02-25 01:00:00,89.4,1.0,29.1,18.2
