timestamp,battery
2017-06-09 01:50:16+00:00,2.25
2017-06-09 06:49:21+00:00,2.24
2017-06-09 10:08:43+00:00,2.24
2017-06-09 11:48:20+00:00,2.24
2017-06-09 16:47:23+00:00,2.26
2017-06-09 20:06:43+00:00,2.26
2017-06-09 21:46:25+00:00,2.25
