timestamp,temperature
2017-12-14 00:08:45.713628+00:00,20.3
2017-12-14 00:18:45.879724+00:00,20.5
2017-12-14 00:28:45.132914+00:00,20.8
2017-12-14 00:38:44.635397+00:00,21.0
2017-12-14 00:48:44.594725+00:00,21.1
2017-12-14 00:58:44.538112+00:00,21.0
2017-12-14 01:08:43.646589+00:00,21.0
2017-12-14 01:18:43.619775+00:00,20.9
2017-12-14 01:28:43.538950+00:00,20.8
2017-12-14 01:38:43.350170+00:00,20.7
2017-12-14 01:48:43.041254+00:00,20.6
2017-12-14 01:58:43.151646+00:00,20.5
2017-12-14 02:08:43.113537+00:00,20.4
2017-12-14 02:18:43.427385+00:00,20.4
2017-12-14 02:28:43.008892+00:00,20.3
2017-12-14 02:38:43.265894+00:00,20.3
2017-12-14 02:48:42.158863+00:00,20.3
2017-12-14 02:58:42.117326+00:00,20.2
2017-12-14 03:08:42.125615+00:00,20.2
2017-12-14 03:18:41.745193+00:00,20.2
2017-12-14 03:28:41.699643+00:00,20.2
2017-12-14 03:38:41.223286+00:00,20.2
2017-12-14 03:48:40.869802+00:00,20.2
2017-12-14 03:58:40.956180+00:00,20.2
2017-12-14 04:08:41.697075+00:00,20.2
2017-12-14 04:18:40.708396+00:00,20.2
2017-12-14 04:28:41.299802+00:00,20.2
2017-12-14 04:38:40.082460+00:00,20.2
2017-12-14 04:48:39.877261+00:00,20.2
2017-12-14 04:58:39.717157+00:00,20.2
2017-12-14 05:08:38.833007+00:00,20.2
2017-12-14 05:18:38.783729+00:00,20.2
2017-12-14 05:28:38.141586+00:00,20.2
2017-12-14 05:38:37.723761+00:00,20.2
2017-12-14 05:48:38.675801+00:00,20.2
2017-12-14 05:58:39.133455+00:00,20.2
2017-12-14 06:08:39.588449+00:00,20.2
2017-12-14 06:18:38.777648+00:00,20.2
2017-12-14 06:28:39.228880+00:00,20.2
2017-12-14 06:38:37.916454+00:00,20.2
2017-12-14 06:48:38.906022+00:00,20.3
2017-12-14 06:58:38.639351+00:00,20.3
2017-12-14 07:08:37.657099+00:00,20.3
2017-12-14 07:18:36.911318+00:00,20.4
2017-12-14 07:28:37.075885+00:00,20.7
2017-12-14 07:38:38.132539+00:00,20.9
2017-12-14 07:48:36.460289+00:00,21.1
2017-12-14 07:58:35.791042+00:00,21.3
2017-12-14 08:08:35.780527+00:00,21.4
2017-12-14 08:18:34.905136+00:00,21.4
2017-12-14 08:28:35.223799+00:00,21.4
2017-12-14 08:38:35.143768+00:00,21.3
2017-12-14 08:48:34.507895+00:00,21.2
2017-12-14 08:58:34.152730+00:00,21.0
2017-12-14 09:08:34.655775+00:00,20.9
2017-12-14 09:18:34.851220+00:00,20.7
