timestamp,battery
2017-06-20 23:19:39+00:00,2.22
2017-06-21 00:59:27+00:00,2.21
2017-06-21 02:39:16+00:00,2.21
2017-06-21 04:19:00+00:00,2.2
2017-06-21 05:58:47+00:00,2.2
2017-06-21 07:38:32+00:00,2.2
2017-06-21 09:18:20+00:00,2.2
2017-06-21 10:58:02+00:00,2.21
2017-06-21 12:37:47+00:00,2.22
2017-06-21 14:17:35+00:00,2.22
2017-06-21 15:57:21+00:00,2.22
2017-06-21 17:37:07+00:00,2.23
2017-06-21 19:16:53+00:00,2.23
2017-06-21 20:56:41+00:00,2.23
2017-06-21 22:36:29+00:00,2.23
