timestamp,humidity
2017-11-13 22:06:38+00:00,55.7
2017-11-13 22:16:39+00:00,55.4
2017-11-13 22:26:40+00:00,55.4
2017-11-13 22:36:40+00:00,55.4
2017-11-13 22:46:39+00:00,55.7
2017-11-13 22:56:39+00:00,56.0
2017-11-13 23:06:39+00:00,55.7
2017-11-13 23:16:37+00:00,55.2
2017-11-13 23:26:37+00:00,54.9
2017-11-13 23:36:38+00:00,54.8
2017-11-13 23:46:38+00:00,54.8
2017-11-13 23:56:37+00:00,55.0
