timestamp,status
2016-02-08 05:49:47,ON
2016-02-08 06:17:47,OFF
2016-02-08 11:37:08,ON
2016-02-08 11:38:08,OFF
2016-02-08 11:47:07,ON
2016-02-08 11:48:08,OFF
2016-02-08 11:57:06,ON
2016-02-08 11:58:07,OFF
2016-02-08 12:07:04,ON
2016-02-08 12:09:05,OFF
2016-02-08 12:17:04,ON
2016-02-08 12:19:04,OFF
2016-02-08 12:27:03,ON
2016-02-08 12:29:03,OFF
2016-02-08 12:37:01,ON
2016-02-08 12:39:02,OFF
2016-02-08 12:47:01,ON
2016-02-08 12:49:01,OFF
2016-02-08 12:56:59,ON
2016-02-08 12:58:59,OFF
2016-02-08 21:08:21,ON
2016-02-08 21:45:49,OFF
2016-02-08 22:05:46,ON
2016-02-08 22:15:46,OFF
