timestamp,status
2016-01-07 00:27:22,ON
2016-01-07 01:00:58,OFF
2016-01-07 06:58:35,ON
2016-01-07 07:30:01,OFF
2016-01-07 11:59:24,ON
2016-01-07 12:29:19,OFF
2016-01-07 14:09:04,ON
2016-01-07 14:10:04,OFF
2016-01-07 14:19:02,ON
2016-01-07 14:20:03,OFF
2016-01-07 14:29:00,ON
2016-01-07 14:30:01,OFF
2016-01-07 14:38:59,ON
2016-01-07 14:39:59,OFF
2016-01-07 14:48:57,ON
2016-01-07 14:49:58,OFF
2016-01-07 14:58:56,ON
2016-01-07 14:59:56,OFF
2016-01-07 15:08:54,ON
2016-01-07 15:09:55,OFF
2016-01-07 15:18:53,ON
2016-01-07 15:19:54,OFF
2016-01-07 15:28:51,ON
2016-01-07 15:30:52,OFF
2016-01-07 15:38:50,ON
2016-01-07 15:40:50,OFF
2016-01-07 15:48:48,ON
2016-01-07 15:50:48,OFF
2016-01-07 15:58:46,ON
2016-01-07 16:00:49,OFF
2016-01-07 16:08:44,ON
2016-01-07 16:09:45,OFF
2016-01-07 16:18:43,ON
2016-01-07 16:19:44,OFF
2016-01-07 16:28:42,ON
2016-01-07 16:30:45,OFF
2016-01-07 16:38:40,ON
2016-01-07 16:39:41,OFF
2016-01-07 16:48:39,ON
2016-01-07 16:50:40,OFF
2016-01-07 16:58:38,ON
2016-01-07 16:59:38,OFF
2016-01-07 17:08:36,ON
2016-01-07 17:09:37,OFF
2016-01-07 17:18:35,ON
2016-01-07 17:19:36,OFF
2016-01-07 17:28:34,ON
2016-01-07 17:29:35,OFF
2016-01-07 17:48:31,ON
2016-01-07 17:49:31,OFF
2016-01-07 17:58:29,ON
2016-01-07 17:59:29,OFF
2016-01-07 18:08:27,ON
2016-01-07 18:09:27,OFF
2016-01-07 18:18:25,ON
2016-01-07 18:19:26,OFF
2016-01-07 18:28:24,ON
2016-01-07 18:30:24,OFF
2016-01-07 18:38:23,ON
2016-01-07 18:40:24,OFF
2016-01-07 18:46:30,ON
2016-01-07 19:17:18,OFF
2016-01-07 21:27:59,ON
2016-01-07 21:29:00,OFF
2016-01-07 21:37:56,ON
2016-01-07 21:38:57,OFF
2016-01-07 21:47:55,ON
2016-01-07 21:48:58,OFF
2016-01-07 21:50:04,ON
2016-01-07 22:37:45,OFF
