timestamp,status
2016-02-14 04:31:01,ON
2016-02-14 04:32:02,OFF
2016-02-14 04:41:00,ON
2016-02-14 04:42:01,OFF
2016-02-14 04:51:00,ON
2016-02-14 04:52:00,OFF
2016-02-14 05:00:59,ON
2016-02-14 05:02:00,OFF
2016-02-14 05:10:58,ON
2016-02-14 05:11:59,OFF
2016-02-14 05:20:56,ON
2016-02-14 05:22:57,OFF
2016-02-14 05:30:55,ON
2016-02-14 05:31:55,OFF
2016-02-14 05:40:54,ON
2016-02-14 05:41:54,OFF
2016-02-14 05:50:54,ON
2016-02-14 05:51:59,OFF
2016-02-14 06:00:51,ON
2016-02-14 06:02:52,OFF
2016-02-14 06:10:51,ON
2016-02-14 06:11:51,OFF
2016-02-14 06:20:49,ON
2016-02-14 06:21:49,OFF
2016-02-14 06:29:49,ON
2016-02-14 06:38:37,OFF
2016-02-14 06:38:39,ON
2016-02-14 07:00:44,OFF
2016-02-14 08:30:33,ON
2016-02-14 08:31:33,OFF
2016-02-14 08:40:33,ON
2016-02-14 08:41:35,OFF
2016-02-14 08:50:33,ON
2016-02-14 08:51:33,OFF
2016-02-14 09:00:29,ON
2016-02-14 09:02:30,OFF
2016-02-14 09:10:29,ON
2016-02-14 09:11:02,OFF
2016-02-14 09:11:07,ON
2016-02-14 09:30:06,OFF
2016-02-14 11:00:14,ON
2016-02-14 11:01:15,OFF
2016-02-14 11:10:14,ON
2016-02-14 11:11:14,OFF
2016-02-14 11:20:12,ON
2016-02-14 11:22:13,OFF
2016-02-14 11:30:11,ON
2016-02-14 11:32:13,OFF
2016-02-14 11:40:09,ON
2016-02-14 11:42:09,OFF
2016-02-14 11:50:07,ON
2016-02-14 11:52:08,OFF
2016-02-14 12:00:06,ON
2016-02-14 12:02:06,OFF
2016-02-14 12:10:06,ON
2016-02-14 12:12:07,OFF
2016-02-14 12:20:05,ON
2016-02-14 12:22:07,OFF
2016-02-14 12:30:03,ON
2016-02-14 12:32:03,OFF
2016-02-14 12:40:01,ON
2016-02-14 12:42:02,OFF
2016-02-14 12:50:00,ON
2016-02-14 12:52:01,OFF
2016-02-14 13:00:00,ON
2016-02-14 13:02:00,OFF
2016-02-14 13:09:59,ON
2016-02-14 13:11:59,OFF
2016-02-14 13:19:57,ON
2016-02-14 13:21:58,OFF
2016-02-14 13:29:56,ON
2016-02-14 13:31:57,OFF
2016-02-14 13:39:57,ON
2016-02-14 13:41:57,OFF
2016-02-14 13:49:53,ON
2016-02-14 13:51:55,OFF
2016-02-14 13:59:53,ON
2016-02-14 14:02:53,OFF
2016-02-14 14:09:52,ON
2016-02-14 14:11:52,OFF
2016-02-14 14:19:49,ON
2016-02-14 14:21:50,OFF
2016-02-14 14:29:48,ON
2016-02-14 14:31:48,OFF
2016-02-14 14:39:48,ON
2016-02-14 14:41:48,OFF
2016-02-14 14:49:47,ON
2016-02-14 14:51:48,OFF
2016-02-14 14:59:46,ON
2016-02-14 15:01:46,OFF
2016-02-14 15:09:44,ON
2016-02-14 15:12:45,OFF
2016-02-14 15:19:42,ON
2016-02-14 15:21:43,OFF
2016-02-14 15:29:41,ON
2016-02-14 15:31:43,OFF
2016-02-14 15:39:40,ON
2016-02-14 15:42:41,OFF
2016-02-14 15:49:39,ON
2016-02-14 15:51:39,OFF
2016-02-14 15:59:38,ON
2016-02-14 16:02:38,OFF
2016-02-14 16:09:36,ON
2016-02-14 16:11:36,OFF
2016-02-14 16:19:36,ON
2016-02-14 16:21:36,OFF
2016-02-14 16:29:35,ON
2016-02-14 16:32:35,OFF
2016-02-14 16:39:33,ON
2016-02-14 16:42:35,OFF
2016-02-14 16:49:32,ON
2016-02-14 16:51:33,OFF
2016-02-14 16:59:31,ON
2016-02-14 17:01:32,OFF
2016-02-14 17:02:09,ON
2016-02-14 17:59:23,OFF
2016-02-14 20:29:05,ON
2016-02-14 20:30:05,OFF
2016-02-14 20:39:04,ON
2016-02-14 20:40:04,OFF
2016-02-14 20:49:03,ON
2016-02-14 20:50:05,OFF
2016-02-14 20:59:01,ON
2016-02-14 21:01:03,OFF
2016-02-14 21:09:00,ON
2016-02-14 22:38:46,OFF
