timestamp,status
2016-04-18 00:37:51,ON
2016-04-18 00:38:51,OFF
2016-04-18 00:47:50,ON
2016-04-18 00:48:50,OFF
2016-04-18 01:37:44,ON
2016-04-18 01:38:45,OFF
2016-04-18 02:17:40,ON
2016-04-18 02:18:41,OFF
2016-04-18 02:37:38,ON
2016-04-18 02:38:39,OFF
2016-04-18 03:07:35,ON
2016-04-18 03:08:36,OFF
2016-04-18 03:17:34,ON
2016-04-18 03:18:35,OFF
2016-04-18 03:47:31,ON
2016-04-18 03:48:32,OFF
2016-04-18 04:07:29,ON
2016-04-18 04:08:30,OFF
2016-04-18 04:37:27,ON
2016-04-18 04:38:27,OFF
2016-04-18 04:47:25,ON
2016-04-18 04:48:26,OFF
2016-04-18 04:57:24,ON
2016-04-18 04:58:25,OFF
2016-04-18 05:07:23,ON
2016-04-18 05:08:24,OFF
2016-04-18 05:17:23,ON
2016-04-18 05:18:23,OFF
2016-04-18 05:27:21,ON
2016-04-18 05:28:22,OFF
2016-04-18 05:37:20,ON
2016-04-18 05:38:21,OFF
2016-04-18 05:47:19,ON
2016-04-18 05:48:21,OFF
2016-04-18 05:57:18,ON
2016-04-18 05:58:19,OFF
2016-04-18 06:07:17,ON
2016-04-18 06:08:17,OFF
2016-04-18 06:27:14,ON
2016-04-18 06:28:15,OFF
2016-04-18 06:37:13,ON
2016-04-18 06:38:15,OFF
2016-04-18 06:47:11,ON
2016-04-18 06:48:12,OFF
2016-04-18 06:57:11,ON
2016-04-18 06:58:12,OFF
2016-04-18 07:17:09,ON
2016-04-18 07:18:09,OFF
2016-04-18 07:27:07,ON
2016-04-18 07:28:08,OFF
2016-04-18 07:37:06,ON
2016-04-18 07:38:07,OFF
2016-04-18 07:47:05,ON
2016-04-18 07:48:06,OFF
2016-04-18 07:57:04,ON
2016-04-18 07:58:05,OFF
2016-04-18 10:46:47,ON
2016-04-18 10:47:47,OFF
2016-04-18 10:56:46,ON
2016-04-18 10:57:47,OFF
2016-04-18 11:06:45,ON
2016-04-18 11:07:45,OFF
2016-04-18 11:16:44,ON
2016-04-18 11:17:44,OFF
2016-04-18 11:26:43,ON
2016-04-18 11:27:43,OFF
2016-04-18 11:36:42,ON
2016-04-18 11:37:43,OFF
2016-04-18 11:46:41,ON
2016-04-18 11:47:42,OFF
2016-04-18 11:56:40,ON
2016-04-18 11:57:41,OFF
2016-04-18 12:06:39,ON
2016-04-18 12:07:39,OFF
2016-04-18 12:16:38,ON
2016-04-18 12:17:39,OFF
2016-04-18 12:26:37,ON
2016-04-18 12:27:38,OFF
2016-04-18 12:36:36,ON
2016-04-18 12:38:36,OFF
2016-04-18 12:46:35,ON
2016-04-18 12:48:36,OFF
2016-04-18 14:46:22,ON
2016-04-18 14:47:23,OFF
2016-04-18 14:56:21,ON
2016-04-18 14:57:22,OFF
2016-04-18 15:06:20,ON
2016-04-18 15:07:22,OFF
2016-04-18 15:16:20,ON
2016-04-18 15:17:20,OFF
2016-04-18 15:26:19,ON
2016-04-18 15:28:21,OFF
2016-04-18 15:36:19,ON
2016-04-18 15:38:19,OFF
2016-04-18 15:46:17,ON
2016-04-18 15:49:19,OFF
2016-04-18 15:56:17,ON
2016-04-18 15:58:17,OFF
2016-04-18 16:06:16,ON
2016-04-18 16:08:17,OFF
2016-04-18 16:16:15,ON
2016-04-18 16:18:15,OFF
2016-04-18 16:26:15,ON
2016-04-18 16:28:15,OFF
2016-04-18 16:36:13,ON
2016-04-18 16:38:13,OFF
2016-04-18 16:46:12,ON
2016-04-18 16:48:13,OFF
2016-04-18 16:56:12,ON
2016-04-18 16:58:13,OFF
2016-04-18 17:06:11,ON
2016-04-18 17:08:11,OFF
2016-04-18 17:16:09,ON
2016-04-18 17:18:10,OFF
2016-04-18 17:26:08,ON
2016-04-18 17:28:08,OFF
2016-04-18 17:36:07,ON
2016-04-18 17:38:08,OFF
2016-04-18 17:46:06,ON
2016-04-18 17:48:06,OFF
2016-04-18 17:56:06,ON
2016-04-18 17:58:06,OFF
2016-04-18 18:06:04,ON
2016-04-18 18:08:05,OFF
2016-04-18 18:16:03,ON
2016-04-18 18:18:04,OFF
2016-04-18 18:26:02,ON
2016-04-18 18:28:03,OFF
2016-04-18 18:36:01,ON
2016-04-18 18:38:02,OFF
2016-04-18 18:46:01,ON
2016-04-18 18:48:02,OFF
2016-04-18 18:56:01,ON
2016-04-18 18:58:01,OFF
2016-04-18 19:06:00,ON
2016-04-18 19:08:01,OFF
2016-04-18 19:15:58,ON
2016-04-18 19:17:59,OFF
2016-04-18 19:25:58,ON
2016-04-18 19:27:58,OFF
2016-04-18 19:35:57,ON
2016-04-18 19:36:57,OFF
2016-04-18 19:45:55,ON
2016-04-18 19:46:56,OFF
2016-04-18 19:55:55,ON
2016-04-18 19:56:55,OFF
2016-04-18 20:05:53,ON
2016-04-18 20:06:57,OFF
2016-04-18 20:15:53,ON
2016-04-18 20:16:53,OFF
2016-04-18 20:25:51,ON
2016-04-18 20:26:52,OFF
2016-04-18 20:35:50,ON
2016-04-18 20:36:51,OFF
2016-04-18 20:45:50,ON
2016-04-18 20:46:50,OFF
2016-04-18 20:55:48,ON
2016-04-18 20:56:49,OFF
2016-04-18 21:05:47,ON
2016-04-18 21:06:48,OFF
2016-04-18 21:15:46,ON
2016-04-18 21:16:47,OFF
2016-04-18 21:25:45,ON
2016-04-18 21:26:46,OFF
2016-04-18 21:35:44,ON
2016-04-18 21:36:45,OFF
2016-04-18 21:45:44,ON
2016-04-18 21:46:45,OFF
2016-04-18 21:55:44,ON
2016-04-18 21:56:44,OFF
2016-04-18 22:05:42,ON
2016-04-18 22:06:42,OFF
2016-04-18 22:35:39,ON
2016-04-18 22:36:39,OFF
2016-04-18 22:45:39,ON
2016-04-18 22:46:39,OFF
