timestamp,status
2016-10-13 11:01:45,ON
2016-10-13 11:02:45,OFF
2016-10-13 11:21:42,ON
2016-10-13 11:22:43,OFF
2016-10-13 11:51:39,ON
2016-10-13 11:52:39,OFF
2016-10-13 12:01:38,ON
2016-10-13 12:02:39,OFF
2016-10-13 12:11:36,ON
2016-10-13 12:12:37,OFF
2016-10-13 12:21:35,ON
2016-10-13 12:22:36,OFF
2016-10-13 12:31:33,ON
2016-10-13 12:32:34,OFF
2016-10-13 12:41:33,ON
2016-10-13 12:42:33,OFF
2016-10-13 12:51:32,ON
2016-10-13 12:52:32,OFF
2016-10-13 13:21:29,ON
2016-10-13 13:22:29,OFF
2016-10-13 13:31:28,ON
2016-10-13 13:32:28,OFF
2016-10-13 13:41:27,ON
2016-10-13 13:42:27,OFF
2016-10-13 13:51:26,ON
2016-10-13 13:52:26,OFF
2016-10-13 14:21:22,ON
2016-10-13 14:22:22,OFF
2016-10-13 14:31:21,ON
2016-10-13 14:32:21,OFF
2016-10-13 14:41:20,ON
2016-10-13 14:42:20,OFF
2016-10-13 14:51:18,ON
2016-10-13 14:52:19,OFF
2016-10-13 15:01:18,ON
2016-10-13 15:02:18,OFF
2016-10-13 15:11:16,ON
2016-10-13 15:12:18,OFF
2016-10-13 15:31:14,ON
2016-10-13 15:32:14,OFF
2016-10-13 15:41:13,ON
2016-10-13 15:42:14,OFF
2016-10-13 15:51:12,ON
2016-10-13 15:52:12,OFF
2016-10-13 16:01:11,ON
2016-10-13 16:02:12,OFF
2016-10-13 16:11:09,ON
2016-10-13 16:13:09,OFF
2016-10-13 16:21:09,ON
2016-10-13 16:23:10,OFF
2016-10-13 16:31:07,ON
2016-10-13 16:32:08,OFF
2016-10-13 16:41:07,ON
2016-10-13 16:42:07,OFF
2016-10-13 16:51:06,ON
2016-10-13 16:52:08,OFF
2016-10-13 17:01:05,ON
2016-10-13 17:02:06,OFF
2016-10-13 17:11:04,ON
2016-10-13 17:13:04,OFF
2016-10-13 17:21:03,ON
2016-10-13 17:22:03,OFF
