timestamp,status
2016-02-27 06:14:48,ON
2016-02-27 06:15:49,OFF
2016-02-27 06:24:48,ON
2016-02-27 06:25:48,OFF
2016-02-27 06:34:46,ON
2016-02-27 06:35:47,OFF
2016-02-27 06:44:46,ON
2016-02-27 06:45:47,OFF
2016-02-27 06:54:44,ON
2016-02-27 06:55:45,OFF
2016-02-27 07:04:43,ON
2016-02-27 07:05:44,OFF
2016-02-27 07:44:39,ON
2016-02-27 07:45:39,OFF
2016-02-27 07:54:37,ON
2016-02-27 07:55:38,OFF
2016-02-27 08:44:31,ON
2016-02-27 08:45:31,OFF
2016-02-27 08:54:29,ON
2016-02-27 08:55:30,OFF
2016-02-27 09:04:29,ON
2016-02-27 09:05:30,OFF
2016-02-27 09:24:26,ON
2016-02-27 09:25:26,OFF
2016-02-27 09:34:24,ON
2016-02-27 09:35:25,OFF
2016-02-27 10:04:21,ON
2016-02-27 10:05:22,OFF
2016-02-27 10:14:20,ON
2016-02-27 10:15:20,OFF
2016-02-27 17:44:59,ON
2016-02-27 17:53:24,OFF
2016-02-27 23:03:01,ON
2016-02-27 23:05:02,OFF
2016-02-27 23:13:00,ON
2016-02-27 23:16:02,OFF
