timestamp,status
2017-01-10 00:41:23,ON
2017-01-10 00:51:22,OFF
2017-01-10 01:41:15,ON
2017-01-10 01:51:14,OFF
2017-01-10 02:51:05,ON
2017-01-10 03:01:03,OFF
2017-01-10 04:00:58,ON
2017-01-10 04:10:53,OFF
2017-01-10 05:10:45,ON
2017-01-10 05:20:44,OFF
2017-01-10 06:20:36,ON
2017-01-10 06:30:36,OFF
2017-01-10 07:30:26,ON
2017-01-10 07:40:24,OFF
2017-01-10 08:20:19,ON
2017-01-10 08:26:32,OFF
2017-01-10 11:49:50,ON
2017-01-10 12:09:48,OFF
2017-01-10 12:59:40,ON
2017-01-10 13:09:39,OFF
2017-01-10 14:09:31,ON
2017-01-10 14:19:29,OFF
2017-01-10 15:19:20,ON
2017-01-10 15:29:18,OFF
2017-01-10 16:29:11,ON
2017-01-10 16:39:09,OFF
2017-01-10 17:49:00,ON
2017-01-10 17:58:58,OFF
2017-01-10 19:48:42,ON
2017-01-10 19:58:42,OFF
