timestamp,status
2017-01-17 00:08:30,ON
2017-01-17 00:10:13,OFF
2017-01-17 09:47:11,ON
2017-01-17 09:48:12,OFF
2017-01-17 09:57:10,ON
2017-01-17 09:58:10,OFF
2017-01-17 10:07:08,ON
2017-01-17 10:08:09,OFF
2017-01-17 10:17:07,ON
2017-01-17 10:18:08,OFF
2017-01-17 10:27:06,ON
2017-01-17 10:28:07,OFF
2017-01-17 10:37:07,ON
2017-01-17 10:38:08,OFF
2017-01-17 10:47:04,ON
2017-01-17 10:48:04,OFF
2017-01-17 10:57:03,ON
2017-01-17 10:58:04,OFF
2017-01-17 11:07:02,ON
2017-01-17 11:08:02,OFF
2017-01-17 11:17:01,ON
2017-01-17 11:18:01,OFF
2017-01-17 11:27:00,ON
2017-01-17 11:28:00,OFF
2017-01-17 11:37:00,ON
2017-01-17 11:38:01,OFF
2017-01-17 11:46:58,ON
2017-01-17 11:47:58,OFF
2017-01-17 11:56:56,ON
2017-01-17 11:57:56,OFF
2017-01-17 12:06:55,ON
2017-01-17 12:07:56,OFF
2017-01-17 12:16:53,ON
2017-01-17 12:17:54,OFF
2017-01-17 12:26:51,ON
2017-01-17 12:27:52,OFF
2017-01-17 12:36:50,ON
2017-01-17 12:37:50,OFF
2017-01-17 12:41:25,ON
2017-01-17 13:16:44,OFF
2017-01-17 13:26:41,ON
2017-01-17 13:31:13,OFF
2017-01-17 13:31:24,ON
2017-01-17 13:36:40,OFF
2017-01-17 13:56:37,ON
2017-01-17 14:06:35,OFF
2017-01-17 14:26:33,ON
2017-01-17 14:36:30,OFF
2017-01-17 15:06:27,ON
2017-01-17 15:16:25,OFF
2017-01-17 15:46:22,ON
2017-01-17 15:56:19,OFF
2017-01-17 16:36:14,ON
2017-01-17 16:46:13,OFF
2017-01-17 17:16:11,ON
2017-01-17 17:26:07,OFF
2017-01-17 18:06:02,ON
2017-01-17 18:16:00,OFF
2017-01-17 19:05:55,ON
2017-01-17 19:25:50,OFF
2017-01-17 20:15:43,ON
2017-01-17 20:25:42,OFF
2017-01-17 21:25:34,ON
2017-01-17 21:35:33,OFF
2017-01-17 22:25:26,ON
2017-01-17 22:35:24,OFF
2017-01-17 23:25:17,ON
2017-01-17 23:35:15,OFF
