timestamp,status
2016-01-13 03:49:06,ON
2016-01-13 03:50:07,OFF
2016-01-13 03:59:05,ON
2016-01-13 04:00:07,OFF
2016-01-13 04:09:03,ON
2016-01-13 04:10:05,OFF
2016-01-13 04:19:02,ON
2016-01-13 04:20:02,OFF
2016-01-13 04:29:00,ON
2016-01-13 04:30:00,OFF
2016-01-13 04:38:59,ON
2016-01-13 04:39:59,OFF
2016-01-13 04:48:56,ON
2016-01-13 04:49:57,OFF
2016-01-13 04:58:55,ON
2016-01-13 04:59:55,OFF
2016-01-13 05:08:53,ON
2016-01-13 05:10:54,OFF
2016-01-13 05:18:52,ON
2016-01-13 05:30:51,OFF
2016-01-13 05:38:50,ON
2016-01-13 05:40:50,OFF
2016-01-13 05:48:47,ON
2016-01-13 05:50:47,OFF
2016-01-13 05:58:46,ON
2016-01-13 05:59:47,OFF
2016-01-13 06:08:45,ON
2016-01-13 06:10:47,OFF
2016-01-13 06:18:43,ON
2016-01-13 06:30:44,OFF
2016-01-13 06:38:40,ON
2016-01-13 06:40:41,OFF
2016-01-13 06:48:38,ON
2016-01-13 07:00:38,OFF
2016-01-13 07:05:03,ON
2016-01-13 07:38:30,OFF
2016-01-13 08:48:21,ON
2016-01-13 08:50:22,OFF
2016-01-13 08:58:19,ON
2016-01-13 09:00:20,OFF
2016-01-13 09:08:18,ON
2016-01-13 09:10:18,OFF
2016-01-13 09:18:16,ON
2016-01-13 09:20:16,OFF
2016-01-13 09:28:14,ON
2016-01-13 09:30:15,OFF
2016-01-13 09:38:13,ON
2016-01-13 09:39:17,OFF
2016-01-13 09:48:12,ON
2016-01-13 09:50:12,OFF
2016-01-13 09:58:11,ON
2016-01-13 10:00:13,OFF
2016-01-13 10:08:08,ON
2016-01-13 10:10:09,OFF
2016-01-13 10:18:07,ON
2016-01-13 10:20:07,OFF
2016-01-13 10:28:05,ON
2016-01-13 10:30:06,OFF
2016-01-13 10:38:06,ON
2016-01-13 10:41:07,OFF
2016-01-13 10:48:02,ON
2016-01-13 10:50:03,OFF
2016-01-13 10:58:02,ON
2016-01-13 11:00:02,OFF
2016-01-13 11:17:57,ON
2016-01-13 11:19:58,OFF
2016-01-13 11:27:56,ON
2016-01-13 11:29:57,OFF
2016-01-13 11:37:55,ON
2016-01-13 11:39:55,OFF
2016-01-13 11:47:55,ON
2016-01-13 11:49:56,OFF
2016-01-13 11:57:52,ON
2016-01-13 11:59:53,OFF
2016-01-13 12:07:51,ON
2016-01-13 12:09:52,OFF
2016-01-13 12:17:49,ON
2016-01-13 12:20:49,OFF
2016-01-13 12:27:48,ON
2016-01-13 12:29:48,OFF
2016-01-13 12:37:46,ON
2016-01-13 12:39:48,OFF
2016-01-13 12:47:45,ON
2016-01-13 13:11:44,OFF
2016-01-13 13:17:41,ON
2016-01-13 13:20:42,OFF
2016-01-13 13:27:39,ON
2016-01-13 13:29:40,OFF
2016-01-13 13:37:38,ON
2016-01-13 13:39:39,OFF
2016-01-13 13:47:37,ON
2016-01-13 13:49:37,OFF
2016-01-13 13:57:35,ON
2016-01-13 13:59:36,OFF
2016-01-13 14:07:34,ON
2016-01-13 14:09:34,OFF
2016-01-13 14:17:33,ON
2016-01-13 14:19:33,OFF
2016-01-13 14:27:31,ON
2016-01-13 14:29:31,OFF
2016-01-13 14:37:29,ON
2016-01-13 14:40:30,OFF
2016-01-13 14:47:28,ON
2016-01-13 14:49:28,OFF
2016-01-13 14:57:26,ON
2016-01-13 14:59:27,OFF
2016-01-13 15:07:25,ON
2016-01-13 15:10:25,OFF
2016-01-13 15:17:24,ON
2016-01-13 15:20:25,OFF
2016-01-13 15:27:22,ON
2016-01-13 15:30:23,OFF
2016-01-13 15:37:21,ON
2016-01-13 15:40:21,OFF
2016-01-13 15:47:20,ON
2016-01-13 15:49:20,OFF
2016-01-13 15:57:19,ON
2016-01-13 15:59:19,OFF
2016-01-13 16:07:17,ON
2016-01-13 16:10:19,OFF
2016-01-13 16:17:16,ON
2016-01-13 16:19:16,OFF
2016-01-13 16:27:15,ON
2016-01-13 16:29:15,OFF
2016-01-13 16:37:13,ON
2016-01-13 16:39:13,OFF
2016-01-13 16:47:11,ON
2016-01-13 16:50:12,OFF
2016-01-13 16:57:10,ON
2016-01-13 17:01:10,OFF
2016-01-13 17:07:08,ON
2016-01-13 17:09:08,OFF
2016-01-13 17:17:06,ON
2016-01-13 17:19:07,OFF
2016-01-13 17:27:05,ON
2016-01-13 17:29:05,OFF
2016-01-13 17:37:04,ON
2016-01-13 17:39:05,OFF
2016-01-13 17:47:03,ON
2016-01-13 17:49:04,OFF
2016-01-13 17:57:02,ON
2016-01-13 17:59:02,OFF
2016-01-13 18:07:00,ON
2016-01-13 18:46:54,OFF
2016-01-13 19:42:12,ON
2016-01-13 20:16:38,OFF
2016-01-13 22:02:54,ON
2016-01-13 22:36:20,OFF
2016-01-13 22:39:41,ON
2016-01-13 22:46:18,OFF
2016-01-13 23:06:16,ON
2016-01-13 23:09:16,OFF
2016-01-13 23:25:15,ON
2016-01-13 23:46:09,OFF
