timestamp,status
2016-04-26 06:27:53,ON
2016-04-26 06:28:54,OFF
2016-04-26 06:37:52,ON
2016-04-26 06:38:53,OFF
2016-04-26 06:47:52,ON
2016-04-26 06:48:52,OFF
2016-04-26 06:57:51,ON
2016-04-26 06:58:51,OFF
2016-04-26 07:07:50,ON
2016-04-26 07:08:50,OFF
2016-04-26 07:17:48,ON
2016-04-26 07:18:48,OFF
2016-04-26 07:27:47,ON
2016-04-26 07:28:47,OFF
2016-04-26 07:31:01,ON
2016-04-26 08:07:41,OFF
2016-04-26 13:30:24,ON
2016-04-26 13:57:10,OFF
2016-04-26 14:47:06,ON
2016-04-26 14:57:04,OFF
2016-04-26 15:37:01,ON
2016-04-26 15:47:00,OFF
2016-04-26 16:36:55,ON
2016-04-26 16:46:55,OFF
2016-04-26 17:46:49,ON
2016-04-26 17:56:50,OFF
2016-04-26 19:06:43,ON
2016-04-26 19:26:40,OFF
2016-04-26 20:06:37,ON
2016-04-26 20:26:35,OFF
2016-04-26 22:36:24,ON
2016-04-26 22:56:22,OFF
