timestamp,status
2017-12-14 00:29:10,OFF
2017-12-14 01:30:20,ON
2017-12-14 01:31:21,OFF
2017-12-14 01:40:20,ON
2017-12-14 01:41:21,OFF
2017-12-14 01:50:18,ON
2017-12-14 01:52:19,OFF
2017-12-14 02:00:18,ON
2017-12-14 02:02:18,OFF
2017-12-14 02:10:15,ON
2017-12-14 02:12:17,OFF
2017-12-14 02:20:14,ON
2017-12-14 02:22:15,OFF
2017-12-14 02:30:13,ON
2017-12-14 02:32:14,OFF
2017-12-14 02:40:11,ON
2017-12-14 02:42:12,OFF
2017-12-14 02:50:11,ON
2017-12-14 02:52:11,OFF
2017-12-14 03:00:09,ON
2017-12-14 03:02:09,OFF
2017-12-14 03:10:07,ON
2017-12-14 03:12:08,OFF
2017-12-14 03:20:07,ON
2017-12-14 03:22:08,OFF
2017-12-14 03:30:05,ON
2017-12-14 03:32:06,OFF
2017-12-14 03:40:04,ON
2017-12-14 03:42:05,OFF
2017-12-14 03:50:01,ON
2017-12-14 03:52:02,OFF
2017-12-14 04:00:00,ON
2017-12-14 04:02:01,OFF
2017-12-14 04:09:59,ON
2017-12-14 04:11:59,OFF
2017-12-14 04:19:58,ON
2017-12-14 04:21:59,OFF
2017-12-14 04:29:56,ON
2017-12-14 04:31:57,OFF
2017-12-14 04:39:55,ON
2017-12-14 04:41:56,OFF
2017-12-14 04:49:52,ON
2017-12-14 04:51:53,OFF
2017-12-14 04:59:52,ON
2017-12-14 05:01:53,OFF
2017-12-14 05:09:51,ON
2017-12-14 05:12:52,OFF
2017-12-14 05:19:50,ON
2017-12-14 05:21:50,OFF
2017-12-14 05:29:48,ON
2017-12-14 05:31:49,OFF
2017-12-14 05:39:47,ON
2017-12-14 05:41:48,OFF
2017-12-14 05:49:45,ON
2017-12-14 05:51:45,OFF
2017-12-14 05:59:44,ON
2017-12-14 06:01:45,OFF
2017-12-14 06:09:42,ON
2017-12-14 06:11:43,OFF
2017-12-14 06:19:41,ON
2017-12-14 06:22:42,OFF
2017-12-14 06:29:40,ON
2017-12-14 06:32:42,OFF
2017-12-14 06:39:41,ON
2017-12-14 06:41:42,OFF
2017-12-14 06:49:39,ON
2017-12-14 06:51:40,OFF
2017-12-14 06:59:38,ON
2017-12-14 07:01:39,OFF
2017-12-14 07:09:36,ON
2017-12-14 07:11:38,OFF
2017-12-14 07:19:35,ON
2017-12-14 07:52:09,OFF
2017-12-14 14:51:08,ON
2017-12-14 15:07:37,OFF
2017-12-14 15:08:35,ON
2017-12-14 15:15:35,OFF
2017-12-14 15:18:33,ON
2017-12-14 15:20:33,OFF
2017-12-14 15:28:32,ON
2017-12-14 15:29:33,OFF
2017-12-14 15:38:33,ON
2017-12-14 15:40:33,OFF
2017-12-14 15:48:30,ON
2017-12-14 15:50:31,OFF
2017-12-14 15:58:29,ON
2017-12-14 16:01:31,OFF
2017-12-14 16:08:29,ON
2017-12-14 16:11:30,OFF
2017-12-14 16:18:28,ON
2017-12-14 16:21:29,OFF
2017-12-14 16:28:24,ON
2017-12-14 16:31:25,OFF
2017-12-14 16:38:25,ON
2017-12-14 16:41:25,OFF
2017-12-14 16:48:23,ON
2017-12-14 16:52:24,OFF
2017-12-14 16:58:22,ON
2017-12-14 17:01:24,OFF
2017-12-14 17:08:20,ON
2017-12-14 17:11:21,OFF
2017-12-14 17:18:21,ON
2017-12-14 17:20:21,OFF
2017-12-14 17:28:17,ON
2017-12-14 17:30:19,OFF
2017-12-14 17:38:15,ON
2017-12-14 17:41:16,OFF
2017-12-14 17:48:14,ON
2017-12-14 17:51:15,OFF
2017-12-14 17:58:13,ON
2017-12-14 18:00:14,OFF
2017-12-14 18:08:11,ON
2017-12-14 18:10:12,OFF
2017-12-14 18:18:11,ON
2017-12-14 18:20:12,OFF
2017-12-14 18:28:09,ON
2017-12-14 18:30:10,OFF
2017-12-14 18:38:09,ON
2017-12-14 18:40:10,OFF
2017-12-14 18:48:07,ON
2017-12-14 18:50:08,OFF
2017-12-14 18:58:06,ON
2017-12-14 19:00:06,OFF
2017-12-14 19:08:05,ON
2017-12-14 19:10:06,OFF
2017-12-14 19:18:03,ON
2017-12-14 19:20:03,OFF
2017-12-14 19:28:02,ON
2017-12-14 19:30:03,OFF
2017-12-14 19:38:00,ON
2017-12-14 19:40:00,OFF
2017-12-14 19:47:59,ON
2017-12-14 19:49:59,OFF
2017-12-14 19:57:59,ON
2017-12-14 20:00:00,OFF
2017-12-14 20:07:58,ON
2017-12-14 20:09:58,OFF
2017-12-14 20:17:56,ON
2017-12-14 20:19:57,OFF
2017-12-14 20:27:55,ON
2017-12-14 20:29:56,OFF
2017-12-14 20:37:53,ON
2017-12-14 20:39:54,OFF
2017-12-14 20:47:52,ON
2017-12-14 20:49:53,OFF
2017-12-14 20:57:51,ON
2017-12-14 20:59:51,OFF
2017-12-14 21:07:49,ON
2017-12-14 21:09:50,OFF
2017-12-14 21:17:48,ON
2017-12-14 21:19:49,OFF
2017-12-14 21:27:47,ON
2017-12-14 21:29:48,OFF
2017-12-14 21:37:47,ON
2017-12-14 21:38:48,OFF
2017-12-14 21:47:45,ON
2017-12-14 21:48:46,OFF
2017-12-14 21:57:43,ON
2017-12-14 21:58:44,OFF
2017-12-14 22:07:42,ON
2017-12-14 22:08:43,OFF
2017-12-14 22:17:41,ON
2017-12-14 22:18:41,OFF
2017-12-14 22:25:39,ON
2017-12-14 22:56:09,OFF
