timestamp,status
2015-12-20 12:04:23,ON
2015-12-20 12:07:23,OFF
2015-12-20 13:04:11,ON
2015-12-20 13:08:12,OFF
2015-12-20 13:14:09,ON
2015-12-20 13:17:09,OFF
2015-12-20 13:24:07,ON
2015-12-20 13:27:07,OFF
2015-12-20 13:44:03,ON
2015-12-20 13:47:04,OFF
2015-12-20 14:43:52,ON
2015-12-20 14:47:52,OFF
2015-12-20 14:53:50,ON
2015-12-20 15:00:50,OFF
2015-12-20 15:03:49,ON
2015-12-20 15:09:49,OFF
2015-12-20 15:13:47,ON
2015-12-20 15:18:48,OFF
2015-12-20 15:23:47,ON
2015-12-20 15:28:47,OFF
2015-12-20 15:33:43,ON
2015-12-20 15:39:43,OFF
2015-12-20 15:43:41,ON
2015-12-20 15:50:42,OFF
2015-12-20 15:53:39,ON
2015-12-20 16:00:40,OFF
2015-12-20 16:03:38,ON
2015-12-20 16:09:38,OFF
2015-12-20 16:13:36,ON
2015-12-20 16:17:37,OFF
2015-12-20 16:23:33,ON
2015-12-20 16:26:34,OFF
2015-12-20 16:33:31,ON
2015-12-20 16:36:32,OFF
2015-12-20 16:43:29,ON
2015-12-20 16:47:29,OFF
2015-12-20 16:53:28,ON
2015-12-20 16:57:28,OFF
2015-12-20 18:53:02,ON
2015-12-20 18:56:03,OFF
