timestamp,status
2017-11-30 03:14:14,ON
2017-11-30 03:15:15,OFF
2017-11-30 03:24:14,ON
2017-11-30 03:25:16,OFF
2017-11-30 03:34:12,ON
2017-11-30 03:35:14,OFF
2017-11-30 03:44:12,ON
2017-11-30 03:45:15,OFF
2017-11-30 03:54:11,ON
2017-11-30 03:55:11,OFF
2017-11-30 04:04:09,ON
2017-11-30 04:06:09,OFF
2017-11-30 04:14:07,ON
2017-11-30 04:36:05,OFF
2017-11-30 04:44:02,ON
2017-11-30 04:46:03,OFF
2017-11-30 04:54:00,ON
2017-11-30 04:56:01,OFF
2017-11-30 05:04:02,ON
2017-11-30 05:06:03,OFF
2017-11-30 05:14:00,ON
2017-11-30 05:16:00,OFF
2017-11-30 05:23:58,ON
2017-11-30 05:25:59,OFF
2017-11-30 05:33:56,ON
2017-11-30 05:35:57,OFF
2017-11-30 05:43:55,ON
2017-11-30 05:45:55,OFF
2017-11-30 05:53:54,ON
2017-11-30 05:55:56,OFF
2017-11-30 06:03:53,ON
2017-11-30 06:05:53,OFF
2017-11-30 06:13:51,ON
2017-11-30 06:15:52,OFF
2017-11-30 06:23:50,ON
2017-11-30 06:25:51,OFF
2017-11-30 06:33:49,ON
2017-11-30 06:35:50,OFF
2017-11-30 06:43:49,ON
2017-11-30 06:45:50,OFF
2017-11-30 06:53:48,ON
2017-11-30 06:55:48,OFF
2017-11-30 07:03:46,ON
2017-11-30 07:05:47,OFF
2017-11-30 07:13:45,ON
2017-11-30 07:15:45,OFF
2017-11-30 07:53:40,ON
2017-11-30 07:55:40,OFF
2017-11-30 08:23:36,ON
2017-11-30 08:24:34,OFF
2017-11-30 14:25:10,ON
2017-11-30 16:57:30,OFF
2017-11-30 17:42:23,ON
2017-11-30 17:47:23,OFF
2017-11-30 18:52:15,ON
2017-11-30 18:57:17,OFF
2017-11-30 19:52:07,ON
2017-11-30 19:57:08,OFF
2017-11-30 20:32:04,ON
2017-11-30 20:36:04,OFF
2017-11-30 21:01:59,ON
2017-11-30 21:04:00,OFF
2017-11-30 21:11:58,ON
2017-11-30 21:14:59,OFF
2017-11-30 21:41:56,ON
2017-11-30 21:44:57,OFF
2017-11-30 21:51:53,ON
2017-11-30 21:55:54,OFF
2017-11-30 22:01:53,ON
2017-11-30 22:04:53,OFF
2017-11-30 22:11:52,ON
2017-11-30 22:13:52,OFF
2017-11-30 22:21:50,ON
2017-11-30 22:23:51,OFF
2017-11-30 22:29:55,ON
2017-11-30 23:00:09,OFF
