timestamp,status
2017-11-09 08:34:03,ON
2017-11-09 08:55:00,OFF
2017-11-09 09:03:58,ON
2017-11-09 09:05:00,OFF
2017-11-09 09:13:57,ON
2017-11-09 09:14:58,OFF
2017-11-09 09:23:56,ON
2017-11-09 09:24:56,OFF
2017-11-09 09:33:54,ON
2017-11-09 09:34:56,OFF
2017-11-09 09:43:53,ON
2017-11-09 09:44:54,OFF
2017-11-09 09:53:52,ON
2017-11-09 09:54:53,OFF
2017-11-09 10:03:51,ON
2017-11-09 10:14:51,OFF
2017-11-09 10:23:49,ON
2017-11-09 10:24:50,OFF
2017-11-09 10:33:47,ON
2017-11-09 10:34:48,OFF
2017-11-09 10:43:46,ON
2017-11-09 10:44:47,OFF
2017-11-09 11:43:38,ON
2017-11-09 11:44:39,OFF
2017-11-09 11:53:39,ON
2017-11-09 11:54:39,OFF
2017-11-09 12:03:38,ON
2017-11-09 12:04:39,OFF
2017-11-09 15:13:17,ON
2017-11-09 15:14:17,OFF
2017-11-09 15:23:15,ON
2017-11-09 15:24:16,OFF
2017-11-09 15:33:15,ON
2017-11-09 15:34:16,OFF
2017-11-09 15:43:13,ON
2017-11-09 15:44:15,OFF
2017-11-09 17:03:03,ON
2017-11-09 17:04:04,OFF
2017-11-09 17:13:02,ON
2017-11-09 17:14:03,OFF
2017-11-09 17:23:01,ON
2017-11-09 17:25:02,OFF
2017-11-09 17:33:00,ON
2017-11-09 17:35:01,OFF
2017-11-09 17:42:58,ON
2017-11-09 17:43:58,OFF
2017-11-09 17:52:56,ON
2017-11-09 17:53:58,OFF
2017-11-09 18:02:55,ON
2017-11-09 18:03:56,OFF
2017-11-09 18:12:54,ON
2017-11-09 18:13:54,OFF
2017-11-09 18:22:53,ON
2017-11-09 18:23:53,OFF
2017-11-09 18:32:53,ON
2017-11-09 18:33:53,OFF
2017-11-09 18:42:50,ON
2017-11-09 18:53:49,OFF
2017-11-09 19:02:47,ON
2017-11-09 19:03:48,OFF
2017-11-09 19:12:46,ON
2017-11-09 19:13:46,OFF
2017-11-09 19:22:44,ON
2017-11-09 19:23:45,OFF
2017-11-09 19:32:43,ON
2017-11-09 19:33:44,OFF
2017-11-09 19:42:42,ON
2017-11-09 19:43:43,OFF
2017-11-09 19:52:41,ON
2017-11-09 19:53:42,OFF
2017-11-09 20:02:40,ON
2017-11-09 20:03:40,OFF
2017-11-09 20:12:40,ON
2017-11-09 20:13:41,OFF
2017-11-09 20:22:39,ON
2017-11-09 20:23:39,OFF
2017-11-09 20:32:37,ON
2017-11-09 20:33:38,OFF
2017-11-09 20:56:57,ON
2017-11-09 21:27:09,OFF
