timestamp,status
2016-01-30 00:34:40,ON
2016-01-30 00:35:41,OFF
2016-01-30 01:24:35,ON
2016-01-30 01:25:35,OFF
2016-01-30 01:34:33,ON
2016-01-30 01:35:34,OFF
2016-01-30 01:44:32,ON
2016-01-30 01:45:32,OFF
2016-01-30 01:54:31,ON
2016-01-30 01:55:32,OFF
2016-01-30 02:04:29,ON
2016-01-30 02:05:30,OFF
2016-01-30 02:24:26,ON
2016-01-30 02:25:27,OFF
2016-01-30 02:34:25,ON
2016-01-30 02:35:25,OFF
2016-01-30 03:04:22,ON
2016-01-30 03:05:22,OFF
2016-01-30 03:14:20,ON
2016-01-30 03:15:21,OFF
2016-01-30 03:34:17,ON
2016-01-30 03:35:18,OFF
2016-01-30 03:44:16,ON
2016-01-30 03:45:20,OFF
2016-01-30 04:24:10,ON
2016-01-30 04:25:11,OFF
2016-01-30 04:34:09,ON
2016-01-30 04:45:09,OFF
2016-01-30 04:54:06,ON
2016-01-30 04:55:07,OFF
2016-01-30 05:04:06,ON
2016-01-30 05:05:09,OFF
2016-01-30 05:24:02,ON
2016-01-30 05:25:03,OFF
2016-01-30 05:34:01,ON
2016-01-30 05:35:02,OFF
2016-01-30 05:44:00,ON
2016-01-30 05:45:00,OFF
2016-01-30 05:53:58,ON
2016-01-30 05:55:00,OFF
2016-01-30 06:03:57,ON
2016-01-30 06:04:58,OFF
2016-01-30 06:23:55,ON
2016-01-30 06:24:55,OFF
2016-01-30 06:33:54,ON
2016-01-30 06:34:54,OFF
2016-01-30 07:28:38,ON
2016-01-30 08:03:41,OFF
2016-01-30 12:11:45,ON
2016-01-30 12:53:03,OFF
2016-01-30 13:12:59,ON
2016-01-30 13:22:58,OFF
2016-01-30 19:12:16,ON
2016-01-30 19:13:16,OFF
2016-01-30 19:22:15,ON
2016-01-30 19:23:15,OFF
2016-01-30 19:32:14,ON
2016-01-30 19:33:14,OFF
2016-01-30 19:42:12,ON
2016-01-30 19:44:12,OFF
2016-01-30 19:52:11,ON
2016-01-30 19:53:12,OFF
2016-01-30 20:02:10,ON
2016-01-30 20:04:10,OFF
2016-01-30 20:12:08,ON
2016-01-30 20:13:09,OFF
2016-01-30 20:22:08,ON
2016-01-30 20:23:08,OFF
2016-01-30 23:46:29,ON
