timestamp,status
2016-02-29 06:17:27,ON
2016-02-29 06:49:30,OFF
2016-02-29 16:08:29,ON
2016-02-29 16:09:29,OFF
2016-02-29 16:18:27,ON
2016-02-29 16:19:31,OFF
2016-02-29 16:28:26,ON
2016-02-29 16:29:27,OFF
2016-02-29 16:38:25,ON
2016-02-29 16:40:26,OFF
2016-02-29 16:48:24,ON
2016-02-29 16:50:24,OFF
2016-02-29 16:58:23,ON
2016-02-29 17:00:24,OFF
2016-02-29 17:08:22,ON
2016-02-29 17:10:22,OFF
2016-02-29 17:18:21,ON
2016-02-29 17:20:21,OFF
2016-02-29 17:28:19,ON
2016-02-29 17:29:20,OFF
2016-02-29 17:38:18,ON
2016-02-29 17:39:19,OFF
2016-02-29 17:48:17,ON
2016-02-29 17:49:18,OFF
2016-02-29 17:58:15,ON
2016-02-29 17:59:16,OFF
2016-02-29 18:08:14,ON
2016-02-29 18:09:15,OFF
2016-02-29 20:21:00,ON
2016-02-29 20:47:54,OFF
