timestamp,temperature
2017-06-26 02:25:11.050255+00:00,23.6
2017-06-26 07:34:16.194703+00:00,23.0
2017-06-26 07:44:15.094008+00:00,23.0
2017-06-26 07:54:13.138216+00:00,23.0
2017-06-26 08:04:11.600718+00:00,23.0
2017-06-26 08:14:09.769437+00:00,23.0
2017-06-26 08:24:08.286507+00:00,23.0
2017-06-26 08:34:06.068596+00:00,23.0
2017-06-26 08:44:04.140021+00:00,23.0
2017-06-26 08:54:02.512545+00:00,23.0
2017-06-26 09:04:00.691977+00:00,23.0
2017-06-26 09:13:58.839462+00:00,23.0
2017-06-26 09:23:57.602323+00:00,23.0
2017-06-26 09:33:55.760606+00:00,22.9
2017-06-26 09:43:54.418173+00:00,22.9
2017-06-26 09:53:52.432851+00:00,22.9
2017-06-26 10:03:50.552846+00:00,22.9
2017-06-26 10:13:48.988982+00:00,22.9
2017-06-26 10:23:46.749721+00:00,22.9
2017-06-26 10:33:44.772365+00:00,22.9
2017-06-26 10:43:42.941499+00:00,22.9
2017-06-26 10:53:40.526819+00:00,22.9
2017-06-26 11:03:39.549831+00:00,22.9
2017-06-26 11:13:37.844829+00:00,22.9
2017-06-26 11:23:35.643205+00:00,22.9
2017-06-26 11:33:33.390277+00:00,22.9
2017-06-26 11:43:31.733979+00:00,22.9
2017-06-26 11:53:29.412358+00:00,22.9
2017-06-26 12:03:27.433212+00:00,22.9
2017-06-26 12:13:25.573621+00:00,22.9
2017-06-26 12:23:23.323545+00:00,22.9
2017-06-26 12:33:21.566422+00:00,22.9
2017-06-26 12:43:20.271819+00:00,22.9
2017-06-26 12:53:18.687543+00:00,23.0
2017-06-26 13:03:16.787800+00:00,23.0
2017-06-26 13:13:14.928400+00:00,23.0
2017-06-26 13:23:13.142668+00:00,23.0
2017-06-26 13:33:11.501294+00:00,23.0
2017-06-26 13:43:09.467740+00:00,23.1
2017-06-26 13:53:08.072896+00:00,23.2
2017-06-26 14:03:06.196494+00:00,23.3
2017-06-26 14:13:04.158573+00:00,23.4
2017-06-26 14:23:02.894527+00:00,23.5
2017-06-26 14:33:00.547961+00:00,23.6
2017-06-26 14:42:59.380271+00:00,23.6
2017-06-26 14:52:57.367090+00:00,23.7
2017-06-26 15:02:55.796361+00:00,23.9
2017-06-26 15:12:53.871918+00:00,24.0
2017-06-26 15:22:51.548829+00:00,24.2
2017-06-26 15:32:50.084128+00:00,24.2
2017-06-26 15:42:47.865401+00:00,24.3
2017-06-26 15:52:45.462499+00:00,24.4
2017-06-26 16:02:43.154436+00:00,24.5
2017-06-26 16:12:41.021990+00:00,24.6
2017-06-26 16:22:38.868093+00:00,24.6
2017-06-26 16:32:36.917126+00:00,24.7
2017-06-26 16:42:35.084707+00:00,24.7
2017-06-26 16:52:32.836960+00:00,24.6
2017-06-26 17:02:31.018608+00:00,24.5
2017-06-26 17:12:29.138454+00:00,24.4
2017-06-26 17:22:26.808701+00:00,24.4
2017-06-26 17:32:24.528052+00:00,24.4
2017-06-26 17:42:22.642471+00:00,24.3
2017-06-26 17:52:21.146556+00:00,24.3
2017-06-26 18:02:19.274337+00:00,24.2
2017-06-26 18:12:17.453929+00:00,24.2
2017-06-26 18:22:15.787358+00:00,24.2
2017-06-26 18:32:14.440658+00:00,24.2
2017-06-26 19:12:08.084189+00:00,24.3
2017-06-26 19:22:05.899930+00:00,24.3
2017-06-26 19:32:03.717803+00:00,24.4
2017-06-26 19:42:01.394855+00:00,24.3
2017-06-26 19:51:59.682440+00:00,24.3
2017-06-26 20:01:57.423452+00:00,24.3
2017-06-26 20:21:53.968878+00:00,24.3
2017-06-26 20:31:51.999800+00:00,24.2
2017-06-26 20:41:50.401091+00:00,24.2
2017-06-26 22:11:35.284038+00:00,24.2
2017-06-26 22:51:29.121436+00:00,24.2
