timestamp,battery
2017-09-17 00:19:09+00:00,3.54
2017-09-17 01:59:09+00:00,3.54
2017-09-17 03:39:02+00:00,3.54
2017-09-17 05:19:02+00:00,3.54
2017-09-17 06:59:13+00:00,3.54
2017-09-17 08:39:04+00:00,3.54
2017-09-17 10:19:05+00:00,3.54
2017-09-17 11:59:04+00:00,3.54
2017-09-17 13:39:08+00:00,3.54
2017-09-17 15:19:07+00:00,3.54
2017-09-17 16:58:59+00:00,3.54
2017-09-17 18:38:55+00:00,3.54
2017-09-17 20:19:05+00:00,3.54
2017-09-17 21:58:52+00:00,3.53
